"Scientific";"FLICKR_tot";"WIKI_views";"WIKI_lenght";"WIKI_nblang";"WIKI_nbcom";"WOS_all";"WOS_shan_fields";"WOS_CiteScore";"WOS_simp_fields";"WOS_n_fields";"WOS_tot_cit";"WOS_H_index";"NCBI_nuccore";"NCBI_protein";"NCBI_popset"
"Choerodon vitta";0;0;257;10;1;0;0;0;0;0;0;0;11;6;2
"Chriolepis dialepta";0;0;75;0;0;0;0;0;0;0;0;0;5;3;4
"Chromileptes altivelis";32;1896;1348;24;5;4;2,63905732961526;4,56666666666667;0,928571428571429;14;2;1;174;137;26
"Chromis alpha";7;940;213;10;1;0;0;0;0;0;0;0;14;11;8
"Chromis alta";0;0;88;8;1;0;0;0;0;0;0;0;21;17;8
"Chromis analis";43;5699;347;13;2;0;0;0;0;0;0;0;29;8;9
"Chromis atripectoralis";56;10458;1287;13;1;20;2,41423511660638;5,44285714285714;0,889417360285375;14;627;10;219;63;23
"Chromis chromis";5646;33686;4184;24;22;107;2,37854363857153;3,71590909090909;0,835429605817546;31;1526;22;948;101;33
"Chromis chrysura";7;831;485;11;1;1;1,09861228866811;3,7;0,666666666666667;3;0;0;27;21;3
"Chromis cinerascens";7;770;169;9;0;0;0;0;0;0;0;0;17;12;2
"Chromis crusma";8;817;217;10;1;3;1,56071040904141;3,96666666666667;0,777777777777778;5;32;3;0;0;0
"Chromis dispila";0;0;0;10;1;0;0;0;0;0;0;0;11;9;1
"Chromis flavaxilla";6;0;72;8;1;0;0;0;0;0;0;0;11;11;2
"Chromis flavomaculata";7;5678;275;11;1;1;1,38629436111989;2,6;0,75;4;39;1;3;5;2
"Chromis fumea";42;4509;155;11;1;5;1,03972077083992;2,23333333333333;0,625;3;12;2;12;7;4
"Chromis hypsilepis";47;1923;130;10;1;2;1,09861228866811;4,3;0,666666666666667;3;41;2;8;6;0
"Chromis insolata";28;6225;163;9;1;2;0,636514168294813;4,7;0,444444444444444;2;0;0;23;16;0
"Chromis klunzingeri";2;0;69;8;1;1;1,09861228866811;4,3;0,666666666666667;3;0;0;1;0;0
"Chromis limbata";50;7557;1790;10;1;10;1,45935941234753;3,8;0,716049382716049;6;209;5;113;18;9
"Chromis limbaughi";8;5175;355;9;1;2;0,636514168294813;1,1;0,444444444444444;2;6;2;0;0;0
"Chromis nitida";16;8584;531;10;1;11;1,55908698990619;2,67;0,781163434903047;5;219;6;117;23;17
"Chromis notata";14;13863;274;13;2;12;1,47507631105469;2,9;0,714285714285714;6;124;5;167;35;4
"Chromis opercularis";4;1;67;8;1;1;0;1,7;0;1;1;1;19;15;8
"Chromis ovalis";14;0;107;9;1;1;1,09861228866811;2,3;0,666666666666667;3;0;0;531;144;0
"Chromis pamae";0;0;72;8;0;0;0;0;0;0;0;0;7;7;1
"Chromis pelloura";1;0;75;8;1;2;0,693147180559945;2,3;0,5;2;1;1;1;1;0
"Chromis pembae";2;0;86;8;1;0;0;0;0;0;0;0;4;4;0
"Chromis punctipinnis";141;23461;355;11;2;15;1,8934405289633;6,24;0,791914387633769;10;306;7;135;28;9
"Chromis randalli";0;0;71;8;1;0;0;0;0;0;0;0;9;7;8
"Chromis scotochiloptera";0;0;68;8;1;0;0;0;0;0;0;0;5;1;0
"Chromis scotti";62;5947;131;9;1;1;1,09861228866811;2,3;0,666666666666667;3;0;0;3;1;0
"Chromis ternatensis";51;1;81;10;1;5;2,09472904752765;1,95;0,861111111111111;9;42;1;60;43;9
"Chromis viridis";480;72719;1893;21;1;69;2,60898005008714;4,20588235294118;0,883694654332321;25;805;16;1336;574;29
"Chromis weberi";8;2;257;10;1;4;1,05492016798614;2,05;0,64;3;0;0;0;0;0
"Chromis westaustralis";0;0;67;8;0;1;1,09861228866811;4,3;0,666666666666667;3;0;0;1;1;0
"Chromis xanthochira";18;0;89;9;1;0;0;0;0;0;0;0;29;21;8
"Chromis xanthura";8;5477;423;10;1;3;0,636514168294813;2,8;0,444444444444444;2;1;1;150;120;8
"Chromis xutha";1;0;71;8;1;0;0;0;0;0;0;0;0;0;0
"Chrysiptera biocellata";11;1;123;9;1;3;1,33217904021012;4,65;0,72;4;0;0;0;0;0
"Chrysiptera bleekeri";3;0;72;7;1;0;0;0;0;0;0;0;0;0;0
"Chrysiptera brownriggii";28;7741;577;14;1;5;1,51570795208571;3,075;0,760330578512397;5;96;2;70;53;8
"Chrysiptera caesifrons";1;0;0;2;1;0;0;0;0;0;0;0;9;0;1
"Chrysiptera cyanea";79;58420;541;16;2;32;2,30589936713356;3,57727272727273;0,867358708189158;15;324;12;230;106;15
"Chrysiptera flavipinnis";1;0;112;8;1;1;0;2,5;0;1;32;1;1;1;0
"Chrysiptera galba";0;4414;127;9;1;0;0;0;0;0;0;0;134;44;11
"Chrysiptera glauca";20;2;78;10;1;3;2,02532622077007;2,8;0,86;8;30;3;183;75;17
"Chrysiptera hemicyanea";43;21505;1447;12;1;2;0,636514168294813;2,8;0,444444444444444;2;12;1;12;11;4
"Chrysiptera notialis";0;0;67;8;1;0;0;0;0;0;0;0;7;7;1
"Chrysiptera oxycephala";3;0;74;8;1;0;0;0;0;0;0;0;83;6;9
"Chrysiptera parasema";349;42244;1323;16;2;14;1,77713588061621;5,35833333333333;0,77;9;175;5;35;28;2
"Chrysiptera rapanui";1;0;75;8;1;2;1,38629436111989;2,6;0,75;4;67;2;75;73;9
"Chrysiptera rex";20;7277;149;10;1;1;0;5,7;0;1;0;0;114;42;20
"Chrysiptera rollandi";34;6970;274;10;1;6;1,97300140639361;3,45;0,84;8;133;3;39;29;16
"Chrysiptera springeri";17;10522;214;10;1;1;0;1,5;0;1;0;0;8;6;8
"Chrysiptera starcki";11;8884;385;10;1;0;0;0;0;0;0;0;13;11;0
"Chrysiptera talboti";27;10729;273;10;1;2;1,38629436111989;7,5;0,75;4;45;1;189;64;13
"Chrysiptera taupou";42;9509;189;10;1;0;0;0;0;0;0;0;37;34;21
"Chrysiptera traceyi";0;0;77;8;1;0;0;0;0;0;0;0;16;13;8
"Chrysiptera tricincta";3;4894;142;10;1;0;0;0;0;0;0;0;6;4;6
"Chrysiptera unimaculata";37;5;87;11;1;3;1,03972077083992;2,63333333333333;0,625;3;14;1;29;23;9
"Chrysoblephus cristiceps";0;0;64;0;0;5;1,25548232517875;2,84;0,6875;4;14;2;16;14;6
"Chrysoblephus gibbiceps";3;12970;257;0;0;4;1,73286795139986;2,45;0,8125;6;5;2;6;6;0
"Chrysoblephus laticeps";10;22833;450;0;0;34;2,44626968567872;3,72758620689655;0,84940138626339;23;405;11;185;20;13
"Cirrhilabrus cyanopleura";21;2861;920;14;1;1;0;0;0;0;0;0;26;21;13
"Cirrhilabrus exquisitus";32;3067;1242;14;1;0;0;0;0;0;0;0;35;51;8
"Cirrhilabrus flavidorsalis";5;3421;344;12;1;0;0;0;0;0;0;0;15;14;5
"Cirrhilabrus katherinae";2;0;234;0;0;0;0;0;0;0;0;0;8;6;8
"Cirrhilabrus laboutei";5;2767;381;12;1;0;0;0;0;0;0;0;6;5;5
"Cirrhilabrus lineatus";17;2429;521;12;1;0;0;0;0;0;0;0;1;1;0
"Cirrhilabrus punctatus";6;8069;386;11;1;2;1,38629436111989;7,75;0,75;4;45;1;61;27;17
"Cirrhilabrus randalli";0;0;227;9;1;0;0;0;0;0;0;0;0;0;0
"Cirrhilabrus scottorum";7;2889;438;12;1;0;0;0;0;0;0;0;33;28;8
"Cirrhilabrus solorensis";35;2695;577;13;1;4;1,09861228866811;5,35;0,666666666666667;3;77;3;0;0;0
"Cirrhilabrus temminckii";23;0;324;10;1;2;0;1,7;0;1;7;1;14;11;7
"Cirrhilabrus walindi";0;1745;305;12;1;0;0;0;0;0;0;0;0;0;0
"Cirrhitichthys aprinus";140;2813;763;0;0;0;0;0;0;0;0;0;16;35;2
"Cirrhitichthys falco";168;4198;539;11;2;11;1,5607002228432;3,05;0,7578125;6;58;4;30;26;17
"Cirrhitichthys oxycephalus";302;4062;1034;14;2;4;1,56071040904141;2,3;0,777777777777778;5;4;1;207;241;17
"Cirrhitops fasciatus";21;736;547;0;0;0;0;0;0;0;0;0;7;7;0
"Cirrhitops hubbardi";0;500;454;0;0;1;0;0;0;0;0;0;2;0;1
"Cirrhitus pinnulatus";72;2011;782;8;0;4;1,32966134885476;3,475;0,722222222222222;4;4;1;133;121;15
"Cirrhitus rivulatus";49;2176;771;0;0;1;0,693147180559945;1,8;0,5;2;7;1;12;6;8
"Cirripectes alboapicalis";0;3435;139;0;0;1;0,693147180559945;2;0,5;2;12;1;12;12;1
"Cirripectes alleni";1;4344;159;0;0;0;0;0;0;0;0;0;0;0;0
"Cirripectes auritus";2;4743;195;0;0;0;0;0;0;0;0;0;4;4;0
"Cirripectes castaneus";26;6668;149;0;0;1;1,09861228866811;3,8;0,666666666666667;3;0;0;117;181;31
"Cirripectes chelomatus";3;3001;143;0;0;0;0;0;0;0;0;0;6;4;0
"Cirripectes filamentosus";10;4326;178;7;2;1;0;2,5;0;1;0;0;57;54;23
"Cirripectes fuscoguttatus";0;3838;141;0;0;1;0;0;0;0;0;0;6;5;0
"Cirripectes hutchinsi";0;3243;149;0;0;0;0;0;0;0;0;0;0;0;0
"Cirripectes polyzona";4;4381;206;0;0;0;0;0;0;0;0;0;12;10;9
"Cirripectes springeri";4;3281;172;0;0;0;0;0;0;0;0;0;0;0;0
"Cirripectes stigmaticus";8;5581;142;0;0;1;1,09861228866811;3,8;0,666666666666667;3;0;0;30;89;10
"Cirripectes vanderbilti";8;6418;177;0;0;0;0;0;0;0;0;0;76;76;1
"Cirripectes variolosus";19;4291;156;0;0;0;0;0;0;0;0;0;127;121;15
"Cleidopus gloriamaris";85;2172;2646;23;3;3;1,79175946922805;2,1;0,833333333333333;6;0;0;17;49;7
"Clepticus parrae";271;2244;755;14;1;5;1,46813993901621;3,96;0,743801652892562;5;39;2;50;38;23
"Clinus latipennis";0;5007;83;0;0;0;0;0;0;0;0;0;0;0;0
"Clinus superciliosus";16;8404;436;7;2;28;1,65103295986863;2,92631578947368;0,78;7;247;9;1253;561;35
"Clinus venustris";6;5146;979;0;0;0;0;0;0;0;0;0;11;1;3
"Cnidoglanis macrocephalus";38;41073;433;12;0;26;1,82028731541267;3,98181818181818;0,7864;10;830;11;6;2;3
"Cochleoceps bicolor";10;1697;234;0;0;1;1,38629436111989;1,2;0,75;4;11;1;0;0;0
"Cochleoceps orientalis";105;6869;327;0;0;0;0;0;0;0;0;0;7;6;3
"Conger verreauxi";5;4283;262;13;5;1;0,693147180559945;1,7;0,5;2;0;0;3;3;1
"Congiopodus peruvianus";3;0;266;0;0;4;1,49417513828931;2,575;0,75;5;10;3;14;10;9
"Conniella apterygia";0;1163;384;15;1;1;0,693147180559945;1,7;0,5;2;1;1;0;0;0
"Coradion altivelis";19;9245;941;0;0;2;0;2,5;0;1;15;2;10;5;5
"Coradion chrysozonus";47;1765;998;12;0;1;0,693147180559945;1,7;0,5;2;0;0;305;221;24
"Coris auricularis";47;0;401;10;1;10;1,44387684614823;3,74444444444444;0,743484224965707;5;15;1;1;1;0
"Coris aurilineata";0;0;253;12;1;0;0;0;0;0;0;0;3;1;3
"Coris aygula";896;6462;1885;23;1;3;1,08219553003877;3,76666666666667;0,65625;3;53;2;46;31;12
"Coris batuensis";27;5733;685;16;1;3;0,693147180559945;5,63333333333333;0,5;2;41;1;34;30;15
"Coris bulbifrons";10;0;356;10;1;4;1,33217904021012;3,36666666666667;0,72;4;14;2;18;1;0
"Coris caudimacula";17;0;501;14;1;1;1,38629436111989;2,6;0,75;4;15;1;0;0;0
"Coris centralis";0;0;310;10;1;0;0;0;0;0;0;0;0;0;0
"Coris cuvieri";18;5995;798;15;1;1;0,693147180559945;6,8;0,5;2;0;0;0;0;0
"Coris debueni";3;0;321;10;1;0;0;0;0;0;0;0;6;4;6
"Coris dorsomacula";10;0;331;12;1;2;1,38629436111989;2,6;0,75;4;45;2;15;8;10
"Coris formosa";49;3553;1907;17;1;2;0,693147180559945;2,3;0,5;2;38;1;22;18;11
"Coris gaimard";338;21940;1726;15;1;4;1,88915916375402;5,1;0,839506172839506;7;57;1;160;127;35
"Coris hewetti";0;0;267;10;1;1;0,693147180559945;3,7;0,5;2;0;0;14;11;7
"Coris julis";1250;6267;3990;33;23;127;2,80123989469591;4,27021276595745;0,886289032909688;38;2196;26;390;128;19
"Coris picta";33;2268;730;15;2;1;0,693147180559945;2,6;0,5;2;0;0;11;6;10
"Coris pictoides";4;0;330;12;1;0;0;0;0;0;0;0;12;6;9
"Coris roseoviridis";0;0;288;11;1;0;0;0;0;0;0;0;9;9;1
"Coris sandeyeri";15;2097;843;13;1;1;0,693147180559945;1,7;0,5;2;1;1;2;2;1
"Coris venusta";17;0;394;13;1;0;0;0;0;0;0;0;6;4;6
"Coryphopterus alloides";2;0;123;0;0;0;0;0;0;0;0;0;12;12;1
"Coryphopterus dicrus";53;0;128;0;0;2;0,693147180559945;1,55;0,5;2;27;2;82;82;5
"Coryphopterus eidolon";16;0;637;9;2;3;1,5498260458782;5,8;0,775510204081633;5;0;0;45;45;1
"Coryphopterus glaucofraenum";122;5930;162;0;0;23;1,43178545117588;5,045;0,705882352941176;6;312;9;221;218;9
"Coryphopterus hyalinus";37;0;145;0;0;2;0;0;0;0;3;1;287;286;4
"Coryphopterus lipernes";62;0;266;0;0;2;1,56071040904141;7,05;0,777777777777778;5;0;0;27;13;1
"Coryphopterus personatus";85;0;118;0;0;11;2,18161868505495;4,84;0,846880907372401;12;50;3;120;103;8
"Coryphopterus thrix";3;0;124;0;0;0;0;0;0;0;0;0;28;28;1
"Coryphopterus tortugae";25;0;66;0;0;0;0;0;0;0;0;0;289;287;1
"Coryphopterus urospilus";6;0;129;0;0;1;0,693147180559945;1,3;0,5;2;2;1;7;5;5
"Cratinus agassizii";0;242;148;0;0;1;1,09861228866811;7,1;0,666666666666667;3;18;1;7;2;6
"Cremnochorites capensis";3;1076;148;0;0;0;0;0;0;0;0;0;9;8;9
"Crenimugil crenilabis";35;763;110;0;0;10;1,88915916375402;2,23333333333333;0,827160493827161;8;60;3;220;114;29
"Cristiceps aurantiacus";23;4782;100;0;0;0;0;0;0;0;0;0;10;6;5
"Crocodilichthys gracilis";11;955;163;0;0;0;0;0;0;0;0;0;12;10;10
"Crossosalarias macrospilus";44;3209;157;0;0;0;0;0;0;0;0;0;17;16;12
"Cryptichthys jojettae";0;790;154;0;0;1;0,693147180559945;3,7;0,5;2;37;1;0;0;0
"Cryptocentrus caeruleomaculatus";25;0;77;0;0;0;0;0;0;0;0;0;7;4;5
"Cryptocentrus caeruleopunctatus";14;5238;140;0;0;2;0,693147180559945;1,2;0,5;2;0;0;0;0;0
"Cryptocentrus cryptocentrus";370;0;80;0;0;7;1,63263092715435;3,28333333333333;0,777777777777778;6;54;3;3;3;0
"Cryptocentrus fasciatus";41;2216;571;0;0;0;0;0;0;0;0;0;0;0;0
"Cryptocentrus strigilliceps";9;2045;159;0;0;1;0;2,7;0;1;0;0;5;5;3
"Ctenochaetus binotatus";20;12289;751;0;0;3;0,693147180559945;3,7;0,5;2;16;1;47;25;13
"Ctenochaetus cyanocheilus";13;9191;470;0;0;0;0;0;0;0;0;0;7;0;3
"Ctenochaetus flavicauda";10;9015;141;0;0;0;0;0;0;0;0;0;17;15;0
"Ctenochaetus hawaiiensis";39;16434;813;0;0;2;2,19722457733622;3,5;0,888888888888889;9;12;2;8;1;4
"Ctenochaetus marginatus";3;7214;111;0;0;1;0,693147180559945;3,7;0,5;2;39;1;22;40;1
"Ctenochaetus striatus";178;14611;844;0;0;74;2,49011103707196;4,98305084745763;0,838134430727023;29;1508;22;0;0;0
"Ctenochaetus tominiensis";28;17214;995;0;0;2;0,693147180559945;3,7;0,5;2;0;0;9;33;7
"Ctenochaetus truncatus";26;10286;447;0;0;0;0;0;0;0;0;0;17;16;17
"Ctenogobiops aurocingulus";4;0;185;0;0;0;0;0;0;0;0;0;17;17;6
"Ctenogobiops crocineus";11;2307;356;0;0;1;0,693147180559945;1,7;0,5;2;4;1;12;11;10
"Ctenogobiops feroculus";9;0;159;0;0;4;1,66746193342929;5,53333333333333;0,78125;6;34;2;377;330;13
"Ctenogobiops maculosus";8;0;142;0;0;3;1,03972077083992;2,03333333333333;0,625;3;4;1;3;3;3
"Ctenogobiops mitodes";1;0;163;0;0;3;1,38629436111989;2,16666666666667;0,75;4;16;2;22;22;6
"Ctenogobiops pomastictus";11;0;203;0;0;1;0;1,7;0;1;0;0;2;0;0
"Ctenogobiops tangaroai";13;2243;551;0;0;0;0;0;0;0;0;0;6;5;4
"Ctenolabrus rupestris";77;3323;1606;24;12;96;2,39211133594389;3,91951219512195;0,830905306971904;30;919;19;102;142;39
"Cybiosarda elegans";0;13839;1082;16;0;4;1,03972077083992;2;0,625;3;16;2;15;11;1
"Cyclichthys orbicularis";101;7136;617;0;0;3;0,636514168294813;2,8;0,444444444444444;2;25;2;0;0;0
"Cymatoceps nasutus";5;1835;658;0;0;9;0,918427784993098;2,58571428571429;0,569444444444444;3;33;3;560;5;4
"Cymatogaster aggregata";46;1905;595;0;0;73;2,5965920565496;3,61666666666667;0,8796875;28;820;14;104;113;31
"Cymbacephalus beauforti";211;8975;972;0;0;1;0;14,8;0;1;0;0;6;1;2
"Cypho purpurascens";15;5089;122;0;0;0;0;0;0;0;0;0;13;13;6
"Cypho zaps";0;0;29;0;0;0;0;0;0;0;0;0;5;0;2
"Cyprinocirrhites polyactis";14;1235;491;0;0;1;0;0;0;0;0;0;9;8;1
"Dactylophora nigricans";28;6671;405;0;0;3;1,33217904021012;2,73333333333333;0,72;4;0;0;3;2;1
"Dactylopus dactylopus";257;1713;247;11;2;0;0;0;0;0;0;0;22;19;8
"Daector reticulata";1;0;211;0;0;0;0;0;0;0;0;0;0;0;0
"Daector schmitti";0;0;43;0;0;0;0;0;0;0;0;0;0;0;0
"Dascyllus albisella";93;17078;929;13;1;53;1,52061891472051;4,20714285714286;0,715847750865052;9;2205;19;114;16;2
"Dascyllus aruanus";235;7465;1099;24;13;119;2,27135230818187;4,20408163265306;0,816323616894705;31;1623;23;666;530;37
"Dascyllus carneus";24;7453;410;12;1;6;1,97920451743432;3,48;0,847222222222222;8;52;3;151;151;17
"Dascyllus flavicaudus";11;9045;504;10;1;15;1,7362767512652;5,88571428571429;0,758620689655172;9;170;7;57;59;4
"Dascyllus marginatus";51;7313;684;13;1;13;2,11057267609565;5,6;0,84297520661157;11;145;5;283;227;8
"Dascyllus melanurus";40;124695;797;18;1;12;1,34212572274875;4,78888888888889;0,6953125;5;121;5;35;34;16
"Dascyllus reticulatus";626;12398;718;17;1;18;2,09317597964266;3,5625;0,843490304709141;12;94;5;316;324;23
"Dascyllus strasburgi";0;2334;556;11;1;0;0;0;0;0;0;0;67;29;4
"Dascyllus trimaculatus";251;7884;1760;21;2;50;2,24574531221583;4,265;0,834319526627219;20;579;13;510;191;40
"Decapterus koheru";1;2914;203;0;0;0;0;0;0;0;0;0;0;0;0
"Decapterus macarellus";29;6820;1400;0;0;25;2,45728528063693;3,39047619047619;0,87603305785124;18;82;4;471;459;42
"Decapterus muroadsi";0;1;70;0;0;5;2,20478541691352;3,66;0,875739644970414;10;374;4;45;12;1
"Decapterus punctatus";41;3974;948;0;0;20;1,79043061450316;2,62631578947368;0,755555555555556;10;228;9;79;69;23
"Dellichthys morelandi";0;1169;138;0;0;1;0;1,7;0;1;0;0;17;11;10
"Dendrochirus barberi";39;8947;694;0;0;1;0;1,7;0;1;0;0;4;2;0
"Dendrochirus zebra";340;102629;1573;16;4;15;1,80431353519078;2,54285714285714;0,8;8;84;5;68;48;19
"Dentex dentex";1193;8276;1934;35;22;253;2,6456193981748;3,3889400921659;0,822598942477167;51;4714;40;2995;10491;142
"Dermatolepis dermatolepis";26;2291;525;0;0;3;1,01140426470735;2,2;0,611111111111111;3;18;2;16;8;11
"Diademichthys lineatus";78;14222;591;0;0;5;1,74815545724768;2,62;0,791666666666667;7;26;1;28;26;13
"Diagramma labiosum";26;1522;432;0;0;10;1,60205591545873;3,02;0,765625;6;49;3;38;10;14
"Diagramma melanacrum";5;1641;648;0;0;0;0;0;0;0;0;0;4;3;0
"Dialommus fuscus";0;5039;131;0;0;3;1,01140426470735;3,4;0,611111111111111;3;24;1;48;0;1
"Dicentrarchus labrax";715;22563;7166;59;30;7567;3,5012532569747;4,32491062723432;0,907771416666266;161;170409;154;485939;196960;247
"Dicentrarchus punctatus";105;9773;1385;19;3;17;1,50692683258159;2,65454545454545;0,737240075614367;6;166;6;175;36;11
"Dichistius capensis";2;4914;873;0;0;30;1,03669319424993;2,67333333333333;0,594674556213018;4;151;7;14;11;9
"Dicotylichthys punctulatus";75;7604;228;0;0;3;1,38629436111989;2,9;0,75;4;8;2;8;5;1
"Didogobius amicuscaridis";0;1900;291;9;0;1;0;0,9;0;1;0;0;0;0;0
"Dinolestes lewini";51;1156;885;0;0;2;0,693147180559945;1,5;0,5;2;2;1;16;12;8
"Diodon holocanthus";844;17019;1864;23;12;27;2,79455253449973;3,9;0,915;22;130;8;326;266;50
"Diodon hystrix";1261;11212;1573;21;9;28;2,75669131171745;2,98846153846154;0,903846153846154;22;226;8;22776;112;46
"Diodon liturosus";116;5629;1089;12;0;6;1,55958115625988;2,8;0,78125;5;46;3;37;49;11
"Diodon nicthemerus";97;13023;514;0;0;2;0;2,5;0;1;6;1;9;7;4
"Diplodus annularis";83;13460;1516;26;18;232;2,84342422149217;3,17604166666667;0,881810436502261;49;3098;34;219;170;41
"Diplodus argenteus";83;0;33;0;0;29;1,76388286016208;2,70714285714286;0,758938869665513;10;366;12;8;4;3
"Diplodus capensis";18;2221;336;0;0;39;1,67061463615245;2,84516129032258;0,761111111111111;10;495;9;715;709;23
"Diplodus cervinus";96;16868;1024;0;0;28;2,19673705141789;3,25833333333333;0,83121876201461;16;243;11;142;159;15
"Diplodus puntazzo";146;4313;1112;22;5;253;2,71718692022704;3,40232558139535;0,82447313100957;54;4329;38;1167;3589;35
"Diplodus sargus";305;6632;2227;28;20;456;2,98923745592304;3,99756756756757;0,870353745785477;85;7993;48;2404;738;68
"Diplodus vulgaris";361;35213;2314;29;17;187;2,59049525929126;3,23836477987421;0,83622919743195;47;3254;28;1329;567;57
"Diplogrammus goramensis";2;4657;265;0;0;1;0;0;0;0;0;0;13;12;8
"Diplogrammus xenicus";5;0;91;0;0;1;0;0;0;0;0;0;7;5;5
"Diploprion bifasciatum";32;9043;693;12;2;5;1,90615474653985;2,725;0,84375;7;6;2;49;58;11
"Diproctacanthus xanthurus";9;1913;775;17;1;3;0,562335144618808;5,03333333333333;0,375;2;39;3;16;13;16
"Dipterygonotus balteatus";0;1196;1138;10;0;4;1,52295506753132;2,25;0,765432098765432;5;29;4;18;15;3
"Dischistodus chrysopoecilus";8;0;78;8;1;0;0;0;0;0;0;0;29;9;11
"Dischistodus darwiniensis";0;0;70;8;1;1;0;2,9;0;1;0;0;0;0;0
"Dischistodus melanotus";24;0;108;10;1;1;0;2,5;0;1;32;1;23;21;9
"Dischistodus perspicillatus";64;5400;128;9;1;10;1,90476880365531;5,1375;0,822314049586777;8;289;4;608;230;60
"Dischistodus prosopotaenia";39;6280;160;11;1;4;1,6094379124341;4,825;0,76;6;70;4;49;43;11
"Dischistodus pseudochrysopoecilus";33;0;113;9;1;2;1,09861228866811;3,9;0,666666666666667;3;52;2;33;14;8
"Doratonotus megalepis";3;864;802;14;1;3;2,02532622077007;3,8;0,86;8;16;1;47;39;5
"Dotalabrus alleni";0;584;371;11;0;0;0;0;0;0;0;0;0;0;0
"Dotalabrus aurantiacus";2;2461;310;11;0;1;1,38629436111989;2,6;0,75;4;0;0;0;0;0
"Dules auriga";1;265;179;0;0;10;2,44793982530905;3,22;0,886426592797784;14;26;2;5;5;0
"Echeneis naucrates";170;26309;2581;25;11;49;2,41082420112519;4,95;0,873767258382643;18;567;12;0;0;0
"Echeneis neucratoides";16;20494;503;12;2;2;0,693147180559945;1;0,5;2;92;2;13;9;12
"Echidna nebulosa";363;12680;2201;22;4;10;2,28458440621896;3,74444444444444;0,873046875;13;87;2;0;0;0
"Echidna nocturna";11;6738;333;10;0;2;1,38629436111989;2,65;0,75;4;43;2;0;0;0
"Ecsenius aequalis";0;5927;140;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius alleni";1;4152;161;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius bandanus";2;5444;128;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius bathi";32;3747;157;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius bicolor";72;17113;714;14;0;3;1,38629436111989;2;0,75;4;0;0;43;57;20
"Ecsenius fijiensis";8;3328;150;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius fourmanoiri";1;2897;160;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius frontalis";7;3956;180;0;0;0;0;0;0;0;0;0;11;11;6
"Ecsenius gravieri";32;5358;157;0;0;0;0;0;0;0;0;0;4;4;0
"Ecsenius kurti";0;4507;219;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius lineatus";32;6124;226;10;1;1;1,09861228866811;4,3;0,666666666666667;3;20;1;14;10;5
"Ecsenius lividanalis";6;3617;225;0;0;0;0;0;0;0;0;0;3;0;0
"Ecsenius midas";67;3714;675;0;0;0;0;0;0;0;0;0;26;22;12
"Ecsenius minutus";14;4238;149;0;0;0;0;0;0;0;0;0;2;0;0
"Ecsenius nalolo";3;5522;202;0;0;0;0;0;0;0;0;0;17;16;6
"Ecsenius namiyei";53;6612;288;10;1;1;1,09861228866811;4,3;0,666666666666667;3;20;1;9;6;6
"Ecsenius oculatus";1;3316;155;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius prooculis";1;2785;154;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius randalli";3;2978;172;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius schroederi";2;3115;174;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius stictus";2;4098;161;0;0;2;1,56071040904141;5,5;0,777777777777778;5;12;2;8;8;5
"Ecsenius stigmatura";70;12547;344;0;0;0;0;0;0;0;0;0;5;5;5
"Ecsenius tigris";1;5358;156;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius tricolor";1;3859;156;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius trilineatus";12;3807;203;0;0;0;0;0;0;0;0;0;0;0;0
"Ecsenius yaeyamaensis";35;6001;202;0;0;1;0,693147180559945;3,7;0,5;2;0;0;10;9;5
"Ekemblemaria myersi";0;4435;112;0;0;1;0,693147180559945;1,3;0,5;2;2;1;15;15;10
"Elacatinus atronasus";0;2304;247;10;0;0;0;0;0;0;0;0;8;6;4
"Elacatinus cayman";8;0;0;0;0;0;0;0;0;0;0;0;11;11;0
"Elacatinus centralis";0;0;0;0;0;0;0;0;0;0;0;0;8;8;0
"Elacatinus evelynae";230;13702;771;12;1;36;1,76139627684042;6,3030303030303;0,767595518529158;12;538;14;0;0;0
"Elacatinus figaro";11;10974;903;10;0;19;1,86300736687011;2,77368421052632;0,760802469135802;12;127;5;38;35;11
"Elacatinus genie";6;0;152;8;0;2;0;4,7;0;1;0;0;11;8;5
"Elacatinus horsti";21;6610;366;8;1;1;0;5,7;0;1;0;0;60;52;7
"Elacatinus jarocho";0;0;77;7;0;3;0,636514168294813;1,55;0,444444444444444;2;29;2;0;0;0
"Elacatinus oceanops";540;15387;557;14;2;4;1,242453324894;3,26666666666667;0,666666666666667;4;16;1;62;56;12
"Elacatinus prochilos";35;0;74;7;0;11;1,4258600772427;4,61818181818182;0,706994328922495;6;168;6;18;15;5
