"Scientific";"FLICKR_tot";"WIKI_views";"WIKI_lenght";"WIKI_nblang";"WIKI_nbcom";"WOS_all";"WOS_shan_fields";"WOS_CiteScore";"WOS_simp_fields";"WOS_n_fields";"WOS_tot_cit";"WOS_H_index";"NCBI_nuccore";"NCBI_protein";"NCBI_popset"
"Serranus cabrilla";389;10735;1905;24;17;108;2,62927362438686;3,14096385542169;0,869869349057695;35;1765;21;500;398;18
"Serranus flaviventris";2;0;116;0;0;6;1,50478828368119;2,8;0,76;5;162;5;3;3;0
"Serranus psittacinus";16;428;144;0;0;18;1,42697417825916;4,28;0,6944;6;323;8;6;9;2
"Serranus scriba";538;8673;2414;26;14;106;3,06802619931108;3,77647058823529;0,914997596539016;41;1562;20;359;460;20
"Serranus socorroensis";0;0;84;0;0;0;0;0;0;0;0;0;0;0;0
"Serranus tabacarius";38;0;80;0;0;1;0,693147180559945;2,3;0,5;2;48;1;15;10;5
"Serranus tico";1;0;33;0;0;0;0;0;0;0;0;0;0;0;0
"Serranus tigrinus";152;10017;517;0;0;1;0;0;0;0;0;0;37;32;19
"Serranus tortugarum";114;14652;788;13;2;8;2,0228085294147;4,23333333333333;0,833333333333333;9;163;5;29;32;2
"Siganus argenteus";24;6773;1459;10;1;20;2,33426550588693;3,57222222222222;0,846536894522408;18;354;10;209;163;15
"Siganus corallinus";129;8628;1868;0;0;9;1,43770144364294;2,425;0,724489795918367;5;13;2;106;57;7
"Siganus doliatus";65;15096;1237;11;0;31;1,53468130699376;3,86666666666667;0,715850986121256;8;879;11;69;32;14
"Siganus fuscescens";86;9296;1727;0;0;118;3,15204913524037;3,46372549019608;0,915958252672334;48;1278;20;2234;5505;61
"Siganus guttatus";157;6180;1206;11;2;126;2,29443896628898;4,42135922330097;0,801736378757759;25;2241;24;576;1812;31
"Siganus javus";75;4156;1515;13;3;21;2,63645698462893;3,71;0,909680908599243;18;814;11;260;117;11
"Siganus lineatus";32;3778;1328;0;0;21;2,15716530000811;3,42222222222222;0,849480968858132;13;329;7;265;231;32
"Siganus luridus";31;8711;1945;16;1;101;2,68562830151718;3,50113636363636;0,88415685147946;39;3562;27;406;126;27
"Siganus niger";3;460;374;0;0;0;0;0;0;0;0;0;0;0;0
"Siganus puelloides";6;470;365;0;0;2;1,03972077083992;4;0,625;3;59;1;0;0;0
"Siganus puellus";45;4273;1052;0;0;2;0;1,9;0;1;0;0;95;122;3
"Siganus punctatissimus";3;411;978;0;0;0;0;0;0;0;0;0;15;11;1
"Siganus punctatus";41;1807;1214;0;0;9;1,12095039267358;2,27142857142857;0,611570247933884;4;14;2;0;0;0
"Siganus rivulatus";1435;31798;2785;16;3;185;2,87581577066699;3,533125;0,889762809829148;50;3409;32;235;113;27
"Siganus spinus";27;2664;1302;9;0;22;2,26069272918843;3,17777777777778;0,846938775510204;14;274;5;263;124;18
"Siganus stellatus";55;1759;1506;8;1;1;0;0,5;0;1;0;0;143;210;10
"Siganus trispilos";3;1072;777;0;0;1;1,09861228866811;2,3;0,666666666666667;3;0;0;0;0;0
"Siganus vermiculatus";13;3409;1646;0;0;6;1,74806734854609;2,98333333333333;0,78;7;51;4;21;14;7
"Siganus virgatus";72;12589;1287;0;0;10;1,46481638489081;5,23333333333333;0,740740740740741;5;90;4;184;120;11
"Siganus vulpinus";171;6815;2097;0;0;7;1,37605528526042;2,71666666666667;0,704081632653061;5;66;3;185;194;75
"Signigobius biocellatus";72;5831;520;0;0;2;0;0;0;0;0;0;16;14;10
"Sillaginodes punctatus";8;1919;2310;0;0;19;1,94862970460707;3,69411764705882;0,814494321254732;11;67;5;49;6;6
"Sillago ciliata";22;3979;2987;0;0;56;1,90770887572497;3,79803921568627;0,770747922437673;15;920;17;107;81;3
"Sillago schomburgkii";1;2440;2682;0;0;15;2,28059456838079;3,73846153846154;0,844953173777315;15;559;9;5;0;1
"Similiparma lurida";71;1507;310;0;0;14;1,58276068098997;3,26153846153846;0,746227709190672;7;60;5;27;16;8
"Siphamia cephalotes";3;0;28;0;0;1;0;0;0;0;13;1;0;0;0
"Siphamia roseigaster";0;0;30;0;0;1;1,38629436111989;6,3;0,75;4;0;0;7;5;0
"Siphonognathus argyrophanes";2;151;747;10;1;1;1,09861228866811;7,1;0,666666666666667;3;49;1;4;2;4
"Siphonognathus attenuatus";0;0;46;7;1;1;0,693147180559945;4,5;0,5;2;21;1;0;0;0
"Siphonognathus beddomei";4;0;46;8;0;1;1,38629436111989;1,2;0,75;4;11;1;0;0;0
"Siphonognathus caninis";1;0;46;7;0;0;0;0;0;0;0;0;0;0;0
"Siphonognathus radiatus";1;0;48;6;1;3;1,01140426470735;4,53333333333333;0,611111111111111;3;99;3;0;0;0
"Sparisoma amplum";25;0;77;9;1;9;1,56915294620312;3,85714285714286;0,755102040816326;6;192;4;0;0;0
"Sparisoma atomarium";6;0;99;10;1;4;0,867563228481461;3,375;0,5;3;123;2;25;19;2
"Sparisoma aurofrenatum";262;9798;411;11;1;36;1,91986319771791;4,07142857142857;0,771701388888889;14;877;15;138;121;17
"Sparisoma axillare";3;0;76;9;1;20;2,0678153219358;4,16875;0,819576333089847;12;246;9;47;40;12
"Sparisoma chrysopterum";322;9070;432;10;1;8;1,16222554492109;3,83333333333333;0,644628099173554;4;465;5;101;36;17
"Sparisoma cretense";154;37248;3221;22;9;67;2,30037498120192;3,33035714285714;0,830094517958412;23;1241;18;280;32;31
"Sparisoma frondosum";4;0;76;10;1;8;1,72982013037992;4,21666666666667;0,785714285714286;7;137;4;4;2;2
"Sparisoma radians";52;0;94;10;1;45;2,15856659748367;3,98571428571429;0,816711111111111;18;1291;17;29;22;2
"Sparisoma rubripinne";242;664;260;9;1;5;1,02965301406457;3,72;0,62;3;193;3;30;20;11
"Sparisoma viride";848;8641;1074;12;2;175;2,29853536745021;5,01729323308271;0,817408;32;5656;42;896;165;21
"Sparodon durbanensis";2;1248;465;11;0;7;1,38629436111989;2,06666666666667;0,75;4;24;2;7;6;2
"Sphaeramia nematoptera";158;36045;1014;17;4;10;2,19675579791443;4,54285714285714;0,858131487889273;11;361;5;58;33;14
"Sphoeroides annulatus";35;8795;230;0;0;66;1,99447007473974;2,64406779661017;0,773298816568047;16;731;15;1533;11471;30
"Sphoeroides lobatus";6;2416;143;0;0;0;0;0;0;0;0;0;11;8;8
"Sphoeroides marmoratus";53;3653;164;0;0;6;2,30666872540453;5,96666666666667;0,890625;11;52;4;0;0;0
"Sphoeroides spengleri";168;8047;372;12;0;14;2,49906490285428;5,01538461538462;0,892361111111111;15;227;6;755;135;13
"Sphyraena barracuda";1640;30677;3156;35;9;117;2,59940049787512;3,17608695652174;0,8634631726104;37;2242;26;340;180;53
"Sphyraena ensis";5;79;173;0;0;7;2,54003630382098;0,58;0,918367346938776;13;6;1;9;7;2
"Sphyraena flavicauda";58;11899;987;0;0;7;1,5857708352081;2,18571428571429;0,757396449704142;6;65;1;14;10;4
"Sphyraena helleri";21;13290;240;0;0;1;1,79175946922805;5,1;0,833333333333333;6;23;1;4;2;0
"Sphyraena idiastes";17;8138;166;0;0;3;1,5498260458782;1,43333333333333;0,775510204081633;5;10;1;35;7;4
"Sphyraena jello";52;9710;280;15;0;31;2,45140373139345;3,0875;0,888429752066116;16;469;9;43;58;15
"Sphyraena novaehollandiae";11;9135;604;0;0;1;0;2,5;0;1;1;1;7;0;1
"Sphyraena obtusata";29;8212;398;0;0;26;2,39158980164589;1,77916666666667;0,884944115713347;15;151;6;108;69;4
"Sphyraena putnamae";21;3;1216;0;0;11;1,9857190175767;2,4;0,809027777777778;10;23;3;108;95;41
"Sphyraena qenie";128;9439;182;12;0;4;1,03972077083992;1,76666666666667;0,625;3;6;1;16;14;4
"Sphyraena viridensis";142;21348;1612;15;1;31;2,03502683399252;2,73703703703704;0,824617346938776;13;328;11;41;11;7
"Spicara maena";3557;18853;1525;19;4;51;2,19508356671354;2,39411764705882;0,826508875739645;16;336;11;88;104;27
"Spondyliosoma cantharus";298;4413;1620;31;21;88;2,72844492793876;3,23291139240506;0,870111784410403;35;904;18;587;308;57
"Spondyliosoma emarginatum";0;0;72;0;0;8;1,22028216627224;2,32857142857143;0,674556213017751;4;60;3;7;7;0
"Spratelloides gracilis";29;24582;259;0;0;27;1,62162728468492;2,78333333333333;0,724852071005917;8;214;7;115;122;11
"Spratelloides robustus";0;5636;372;0;0;10;1,48433730654955;3,78888888888889;0,73;6;268;6;7;4;7
"Springeratus polyporatus";0;4352;88;0;0;0;0;0;0;0;0;0;0;0;0
"Squamicreedia obtusa";0;0;28;0;0;0;0;0;0;0;0;0;0;0;0
"Stanulus talboti";1;4906;345;8;0;0;0;0;0;0;0;0;11;11;5
"Starksia galapagensis";0;5897;103;0;0;0;0;0;0;0;0;0;6;6;5
"Stegastes acapulcoensis";13;4875;250;10;1;9;1,73168723681958;1,55555555555556;0,793650793650794;7;53;4;13;0;0
"Stegastes adustus";145;7618;199;10;1;18;1,74749478024879;3,32;0,767950052029136;9;216;6;85;35;19
"Stegastes albifasciatus";1;8371;154;10;1;2;1,09861228866811;2,3;0,666666666666667;3;0;0;0;0;0
"Stegastes arcifrons";22;3699;181;10;1;1;0;1;0;1;1;1;47;7;1
"Stegastes beebei";12;6536;418;10;1;3;0,693147180559945;6,25;0,5;2;107;2;91;7;1
"Stegastes diencaeus";82;9545;702;11;1;16;1,77604560663325;6,08461538461538;0,7776;9;443;9;82;37;25
"Stegastes flavilatus";16;5579;207;10;1;7;1,69574253416963;1,98;0,8;6;106;4;17;22;8
"Stegastes fuscus";27;7531;1101;12;1;39;2,09941511688083;3,41176470588235;0,820987654320988;15;568;12;47;38;22
"Stegastes lacrymatus";58;0;0;0;0;13;1,22831035216088;3,25833333333333;0,685185185185185;4;308;7;190;102;22
"Stegastes leucorus";1;5012;236;8;1;0;0;0;0;0;0;0;7;0;1
"Stegastes leucostictus";69;12174;997;11;1;53;1,91340062354418;3,3547619047619;0,800460223537147;13;998;16;0;0;0
"Stegastes nigricans";47;11195;1082;9;1;77;2,20652259735497;4,24029850746269;0,803776358188705;30;1186;18;121;67;16
"Stegastes partitus";117;14629;314;10;1;234;2,51330496756756;4,31868131868132;0,851101966163695;46;5573;41;84349;31768;16
"Stegastes pictus";2;8560;333;9;1;2;1,09861228866811;3;0,666666666666667;3;27;1;15;12;0
"Stegastes planifrons";241;16537;450;9;1;35;1,48660025192957;4,09230769230769;0,706349206349206;8;829;14;73;27;21
"Stegastes punctatus";11;4101;158;0;0;0;0;0;0;0;0;0;4;4;0
"Stegastes rectifraenum";6;4192;183;10;1;17;2,00287277092237;3,13076923076923;0,831275720164609;10;157;6;16;12;7
"Stegastes redemptus";0;4182;270;10;1;0;0;0;0;0;0;0;0;0;0
"Stegastes variabilis";133;17373;365;10;1;16;1,90499052343034;2,56875;0,79296875;11;190;7;40;32;2
"Stephanolepis cirrhifer";121;33587;786;0;0;58;2,93650706166691;2,86274509803922;0,904513888888889;36;310;10;470;5197;29
"Stephanolepis hispida";249;0;28;0;0;10;1,27302833658963;3,125;0,691358024691358;4;160;5;68;58;42
"Stereolepis gigas";124;9746;2289;14;1;19;1,37669075490402;3,49411764705882;0,700854700854701;6;225;7;38;25;25
"Stethojulis albovittata";15;2701;564;11;1;1;0;4,7;0;1;0;0;28;23;0
"Stethojulis balteata";71;578;448;10;1;1;0;1,7;0;1;0;0;16;11;14
"Stethojulis bandanensis";36;0;113;10;1;6;1,69574253416963;3,56666666666667;0,8;6;144;3;95;104;16
"Stethojulis interrupta";27;0;83;8;1;0;0;0;0;0;0;0;45;38;2
"Stethojulis marquesensis";0;0;84;9;1;1;0,693147180559945;3,7;0,5;2;0;0;6;6;0
"Stethojulis strigiventer";10;2043;261;11;1;7;1,88915916375402;3,28;0,839506172839506;7;50;2;38;43;20
"Stethojulis terina";178;0;79;10;1;0;0;0;0;0;0;0;29;14;6
"Stethojulis trilineata";12;4742;359;10;1;4;2,30461938482067;2;0,887755102040816;11;18;1;0;0;0
"Stichaeus punctatus";1;91;448;0;0;13;1,38075888515437;2,92222222222222;0,712018140589569;5;217;5;56;72;14
"Stygnobrotula latebricola";4;3277;217;0;0;0;0;0;0;0;0;0;3;4;0
"Suezichthys arquatus";3;1432;504;12;1;0;0;0;0;0;0;0;1;1;0
"Suezichthys aylingi";0;1517;181;11;1;0;0;0;0;0;0;0;1;1;0
"Suezichthys cyanolaemus";1;0;79;9;1;0;0;0;0;0;0;0;0;0;0
"Suezichthys devisi";0;0;75;9;1;0;0;0;0;0;0;0;0;0;0
"Sufflamen albicaudatum";15;3322;161;12;1;0;0;0;0;0;0;0;15;11;12
"Sufflamen bursa";149;9497;1211;17;1;8;1,8446214763655;3,11666666666667;0,828402366863905;7;83;5;37;27;14
"Sufflamen chrysopterum";73;3322;737;18;1;9;2,15478315337337;2,72222222222222;0,85;11;68;5;0;0;0
"Sufflamen fraenatum";12;3452;218;15;1;7;1,67698777432242;3,02857142857143;0,790123456790123;6;29;3;102;153;20
"Sufflamen verres";19;2456;213;13;1;1;0,693147180559945;1,7;0,5;2;0;0;33;8;25
"Symphodus cinereus";26;2723;1407;17;2;19;2,3781836090729;3;0,855359001040583;16;376;4;190;141;41
"Symphodus doderleini";4;5956;494;14;2;3;1,79175946922805;1,23333333333333;0,833333333333333;6;0;0;4;2;4
"Symphodus mediterraneus";35;2895;1375;17;6;9;1,32692019405069;2,98571428571429;0,686390532544379;5;70;4;16;12;5
"Symphodus melops";117;3481;2006;26;14;98;2,35795053771378;3,90232558139535;0,831537498855346;29;1431;22;678;42;18
"Symphodus ocellatus";39;3461;1513;17;4;80;2,5299772600038;4,41692307692308;0,865;31;1096;17;60;17;10
"Symphodus roissali";44;3229;3880;17;2;21;1,6644198715932;3,16842105263158;0,754847645429363;9;172;8;0;0;0
"Symphodus rostratus";49;2849;2464;19;4;9;1,90728399932138;2,38333333333333;0,819444444444444;8;79;3;31;9;6
"Symphodus tinca";65;3643;3149;24;10;54;2,06289323293847;3,00714285714286;0,806973324931737;16;371;11;75;45;5
"Symphodus trutta";6;516;330;0;0;1;0,693147180559945;0,9;0,5;2;0;0;46;0;6
"Symphorichthys spilurus";68;3736;1859;0;0;2;1,09861228866811;2,25;0,666666666666667;3;6;1;9;6;4
"Symphorus nematophorus";10;1854;1127;0;0;3;1,33217904021012;3,6;0,72;4;23;1;46;11;15
"Synanceia horrida";108;52143;1086;12;2;96;2,88574021899916;5,37435897435897;0,897329302091207;37;2882;25;179;178;0
"Synanceia verrucosa";488;349211;3829;33;5;51;2,82927127302127;4,76829268292683;0,911615687746294;27;642;15;184;130;29
"Synchiropus bartelsi";8;0;154;0;0;0;0;0;0;0;0;0;2;2;0
"Synchiropus morrisoni";27;3188;351;0;0;0;0;0;0;0;0;0;7;6;4
"Synchiropus moyeri";24;0;192;0;0;1;0;0;0;0;0;0;9;30;4
"Synchiropus splendidus";717;176330;3668;40;5;10;1,26585675187274;2,98888888888889;0,698224852071006;4;111;5;49184;44922;16
"Synchiropus stellatus";30;3779;389;0;0;0;0;0;0;0;0;0;0;0;0
"Synchirus gilli";2;4827;104;0;0;2;1,03972077083992;1,35;0,625;3;0;0;3;1;0
"Synodus binotatus";46;3217;421;10;1;0;0;0;0;0;0;0;14;12;1
"Synodus capricornis";0;1743;384;8;1;0;0;0;0;0;0;0;3;1;0
"Synodus dermatogenys";74;2754;534;10;1;6;1,88669678465808;2,55;0,84;7;25;3;20;14;1
"Synodus doaki";0;1762;255;7;1;1;0;0;0;0;0;0;2;1;0
"Synodus intermedius";352;28871;1365;9;1;4;1,56071040904141;4,4;0,777777777777778;5;51;3;65;45;25
"Synodus jaculum";12;1980;424;10;1;1;0;0;0;0;0;0;18;17;1
"Synodus lacertinus";5;1496;483;9;1;1;0;0;0;0;24;1;3;1;0
"Synodus rubromarmoratus";10;3290;242;8;1;0;0;0;0;0;0;0;4;4;1
"Synodus sageneus";0;1586;444;8;1;0;0;0;0;0;0;0;4;4;0
"Synodus saurus";17878;4917;2615;17;9;21;1,85023002920945;2,73;0,790123456790123;10;206;7;10;5;11
"Synodus synodus";1881;7188;1137;11;3;1;1,09861228866811;6,7;0,666666666666667;3;23;1;35;27;2
"Synodus ulae";63;2007;262;6;1;2;1,38629436111989;2,5;0,75;4;0;0;6;2;0
"Synodus variegatus";265;5175;827;14;1;9;1,82173839332084;2,7;0,805;8;63;4;0;0;0
"Taenianotus triacanthus";659;29700;1411;14;0;0;0;0;0;0;0;0;0;0;0
"Taurulus bubalis";325;11579;2053;22;0;26;2,12524792995289;3,78823529411765;0,813590449954086;14;106;6;0;0;0
"Tautoga onitis";17;10553;1467;17;4;102;2,10717281382065;3,27710843373494;0,772381919400581;28;1560;17;56;36;31
"Tautogolabrus adspersus";16;2829;901;15;1;151;2,47698250124875;4,00272727272727;0,841677847609632;35;1789;25;0;0;0
"Tetractenos glaber";64;8611;2344;14;0;9;2,23327037493805;6,82857142857143;0,875;11;190;6;0;0;0
"Thalassoma amblycephalum";18;8664;180;12;1;5;1,00424247305408;5,3;0,612244897959184;3;44;2;53;36;22
"Thalassoma bifasciatum";753;37142;2202;16;1;291;2,56478419060853;4,81512195121951;0,850987369214818;43;8085;51;588;76;39
"Thalassoma cupido";132;6818;156;12;1;3;0,636514168294813;2,1;0,444444444444444;2;2;1;20;8;5
"Thalassoma duperrey";106;6555;746;12;1;59;2,53370380560839;3,46122448979592;0,87265529267603;26;937;17;27;21;12
"Thalassoma grammaticum";5;2072;145;11;1;1;0,693147180559945;2,8;0,5;2;0;0;12;9;8
"Thalassoma hardwicke";145;5061;1023;14;2;19;1,49273781215701;6,075;0,702479338842975;7;411;9;210;74;23
"Thalassoma hebraicum";23;2729;154;12;1;1;0,693147180559945;2,3;0,5;2;0;0;18;14;3
"Thalassoma heiseri";0;5420;114;12;1;0;0;0;0;0;0;0;8;8;0
"Thalassoma jansenii";8;2834;435;8;1;1;1,38629436111989;2,3;0,75;4;0;0;117;70;12
"Thalassoma lucasanum";50;4544;195;12;1;20;1,83026764592583;1,95263157894737;0,794753086419753;9;261;9;19;8;10
"Thalassoma lunare";791;5634;1293;20;11;39;2,3439352431327;3,421875;0,859960552268245;19;996;14;276;118;85
"Thalassoma lutescens";72;3580;535;12;1;7;2,18732231884925;3,08;0,875;10;64;3;112;43;15
"Thalassoma nigrofasciatum";7;549;382;10;1;0;0;0;0;0;0;0;3;2;0
"Thalassoma pavo";721;4964;3746;21;10;78;2,58504510985993;5,02881355932203;0,878333333333333;26;1129;19;0;0;0
"Thalassoma purpureum";52;3210;1434;15;1;2;0;3,1;0;1;16;2;102;72;25
"Thalassoma quinquevittatum";23;3173;288;11;1;4;1,33217904021012;4,8;0,72;4;71;4;193;173;23
"Thalassoma robertsoni";0;3461;174;11;1;1;0;0;0;0;4;1;9;8;3
"Thalassoma rueppellii";72;2726;389;16;1;6;1,6094379124341;2,65;0,8;5;9;1;15;10;7
"Thalassoma septemfasciatum";0;0;70;0;0;0;0;0;0;0;0;0;0;0;0
"Thalassoma trilobatum";82;3194;899;14;1;0;0;0;0;0;0;0;32;22;10
"Thalassoma virens";0;5632;130;10;1;1;0,693147180559945;2,8;0,5;2;0;0;7;6;3
"Thamnaconus analis";0;0;91;0;0;0;0;0;0;0;0;0;1;1;0
"Thorogobius ephippiatus";66;2990;653;18;2;26;1,82053355067063;8,84166666666667;0,767400356930399;11;439;10;6;5;6
"Thunnus albacares";156;15546;5782;51;8;1182;3,35997974832368;4,25877378435518;0,909044693207642;112;20375;74;126128;153097;243
"Thyrsites atun";19;40189;2670;0;0;59;2,72991196316877;3,87291666666667;0,88470841171728;34;860;16;215;318;33
"Thysanophrys cirronasus";32;0;28;0;0;0;0;0;0;0;0;0;0;0;0
"Tigrigobius harveyi";0;0;0;0;0;0;0;0;0;0;0;0;6;6;0
"Tigrigobius nesiotes";2;3145;79;0;0;0;0;0;0;0;0;0;6;6;3
"Tigrigobius redimiculus";0;0;44;2;0;2;0,636514168294813;1,55;0,444444444444444;2;29;2;0;0;0
"Tigrigobius saucrus";2;0;0;0;0;0;0;0;0;0;0;0;7;6;4
"Tilodon sexfasciatus";42;2493;295;0;0;3;1,94591014905531;1,7;0,857142857142857;7;30;2;6;28;3
"Tomicodon bidens";0;0;43;0;0;0;0;0;0;0;0;0;0;0;0
"Torquigener pleurogramma";9;8028;428;0;0;9;2,14665561920081;3,9;0,855371900826446;11;95;4;68;54;30
"Torquigener squamicauda";1;3842;199;0;0;1;0;2,5;0;1;28;1;17;8;8
"Totoaba macdonaldi";1;3115;5131;0;0;103;2,82523874302208;4,18064516129032;0,866796621182586;42;1370;21;539;191;11
"Trachichthys australis";23;4075;125;0;0;1;1,09861228866811;4,3;0,666666666666667;3;0;0;0;0;0
"Trachinops brauni";0;0;63;0;0;1;1,09861228866811;4,3;0,666666666666667;3;0;0;0;0;0
"Trachinops caudimaculatus";9;77;743;0;0;10;1,90257986196578;5,35555555555556;0,796296296296296;9;92;5;0;0;0
"Trachinops noarlungae";5;0;71;0;0;1;1,09861228866811;4,3;0,666666666666667;3;0;0;0;0;0
"Trachinops taeniatus";63;0;63;0;0;7;1,80650716526167;5,16;0,817777777777778;7;154;5;2;26;0
"Trachinotus anak";1;4941;212;9;1;3;1,38629436111989;1,5;0,75;4;26;2;14;9;2
"Trachinotus baillonii";42;7794;686;14;1;3;1,32966134885476;2,93333333333333;0,722222222222222;4;25;2;0;0;0
"Trachinotus blochii";193;5932;499;13;1;156;2,92311524750921;3,59699248120301;0,858431952662722;52;1707;21;3782;305;67
"Trachinotus ovatus";32;32375;1532;17;10;373;3,37970355180969;4,30706713780919;0,903582437451666;81;2974;27;2263;6643;128
"Trachinotus rhodopus";7;8958;192;10;1;3;1,05492016798614;2,86666666666667;0,64;3;1;1;5;1;1
"Trachinotus stilbe";14;0;84;8;1;0;0;0;0;0;0;0;0;0;0
"Trachinus draco";171;5936;4265;36;23;59;2,81698291531821;3,30588235294118;0,896694214876033;31;391;13;124;120;49
"Trachurus declivis";3;3429;234;0;0;50;2,1546428518446;3,95945945945946;0,824829931972789;19;853;12;117;44;9
"Trachurus indicus";1;1285;584;0;0;6;1,93380999892063;2,48;0,853333333333333;7;17;2;7;7;1
"Trachurus japonicus";68;8985;2280;17;0;245;2,68300267349757;3,15980861244019;0,828047476768729;58;2323;29;4344;4062;21
"Trachurus novaezelandiae";127;5301;545;0;0;27;1,98772352706434;4;0,82378070487718;12;416;10;82;76;10
"Trachurus symmetricus";23;5152;1180;0;0;104;2,14111298285133;3,83037974683544;0,791171875;27;1403;24;70;32;17
"Trachurus trachurus";367;13293;3089;39;22;595;3,15858952948986;4,02157676348548;0,910890851895244;77;10918;53;1360;693;76
"Trachypoma macracanthus";19;637;617;0;0;0;0;0;0;0;0;0;8;7;1
"Tragulichthys jaculiferus";0;4878;160;0;0;2;1,09861228866811;1,7;0,666666666666667;3;0;0;4;3;0
"Trianectes bucephalus";0;720;167;0;0;0;0;0;0;0;0;0;0;0;0
"Tridentiger trigonocephalus";23;2357;1468;11;0;23;2,31239335571612;2,19411764705882;0,847333820306793;17;175;6;86;99;15
"Trimma benjamini";26;0;102;0;0;2;0,693147180559945;3;0,5;2;0;0;41;35;4
"Trimma caesiura";4;0;93;0;0;1;0;1,7;0;1;8;1;31;45;11
"Trimma lantana";2;0;85;0;0;0;0;0;0;0;0;0;11;13;0
"Trimma okinawae";14;0;103;0;0;41;2,47755168568545;3,06285714285714;0,865354938271605;22;519;10;120;140;9
"Trimma striatum";4;0;91;0;0;0;0;0;0;0;0;0;0;0;0
"Trinorfolkia clarkei";25;1137;188;0;0;0;0;0;0;0;0;0;0;0;0
"Trinorfolkia cristata";1;961;182;0;0;0;0;0;0;0;0;0;0;0;0
"Tripterygion delaisi";375;2034;2956;0;0;34;2,20704754569187;4,53214285714286;0,838709677419355;16;347;11;327700;31;17
"Tripterygion melanurus";69;3989;398;0;0;4;1,49417513828931;4,56666666666667;0,75;5;67;1;113;34;5
"Trisopterus minutus";20;3942;1664;27;19;75;1,97689413548642;3,09;0,77311862244898;19;1338;18;330;237;59
"Tylosurus crocodilus";109;10301;972;13;2;23;1,90071117791428;2,54;0,813590449954086;9;118;6;207;204;46
"Ucla xenogrammus";20;1142;317;0;0;5;1,15374194270109;3,74;0,612244897959184;4;55;4;3;2;0
"Ulua mentalis";1;3662;1849;0;0;3;1,33217904021012;1,9;0,72;4;7;2;33;25;2
"Umbrina galapagorum";0;0;106;0;0;1;0;1;0;1;9;1;0;0;0
"Upeneichthys lineatus";65;8534;575;0;0;9;2,0740965945787;3,84444444444444;0,850661625708885;10;442;7;17;0;4
"Upeneichthys vlamingii";45;3314;647;0;0;2;1,6094379124341;3,4;0,8;5;36;2;22;13;1
"Upeneus moluccensis";25;13094;1843;0;0;45;2,44987701629323;3,69473684210526;0,844276929180718;24;509;12;200;180;52
"Upeneus tragula";84;2;481;12;3;37;2,13583736043597;3,34615384615385;0,830589849108368;14;1210;17;115;125;18
"Uraspis helvola";9;5972;768;0;0;6;1,2130075659799;1,21666666666667;0,65625;4;16;1;80;110;4
"Valenciennea alleni";0;0;110;0;0;0;0;0;0;0;0;0;0;0;0
"Valenciennea helsdingenii";29;7734;594;11;0;3;1,33217904021012;1,83333333333333;0,72;4;5;1;17;13;0
"Valenciennea immaculata";13;0;97;0;0;0;0;0;0;0;0;0;0;0;0
"Valenciennea longipinnis";22;5600;220;0;0;18;1,51148324751085;3,43529411764706;0,701530612244898;8;178;9;28;46;12
"Valenciennea muralis";12;0;105;0;0;9;1,20479330969478;4,15714285714286;0,662721893491124;4;77;4;10;7;3
"Valenciennea parva";2;0;122;0;0;1;1,09861228866811;2,6;0,666666666666667;3;2;1;1;1;0
"Valenciennea puellaris";151;18639;519;14;2;3;1,03972077083992;2,5;0,625;3;15;2;29;26;12
"Valenciennea randalli";1;0;113;0;0;0;0;0;0;0;0;0;1;0;0
"Valenciennea sexguttata";29;8643;330;0;0;1;0;8,9;0;1;0;0;19;17;4
"Valenciennea strigata";158;14662;730;0;0;17;1,73679338778106;6,06428571428571;0,776406035665295;8;326;5;0;0;0
"Variola albimarginata";20;1542;563;0;0;8;2,58693541295108;2,95;0,913223140495868;15;144;4;241;210;19
"Variola louti";110;4269;1129;0;0;35;2,8139734643204;2,89666666666667;0,915518824609734;25;337;11;217;94;27
"Verulux cypselurus";8;3798;215;10;1;2;0,636514168294813;2,7;0,444444444444444;2;23;2;30;25;12
"Vincentia conspersa";16;0;28;0;0;4;2,04319187054512;4,825;0,864197530864198;8;21;1;5;1;0
"Vincentia novaehollandiae";16;0;28;0;0;1;0,693147180559945;1,7;0,5;2;56;1;3;2;0
"Vladichthys gloverensis";0;4445;97;8;0;1;1,09861228866811;2,3;0,666666666666667;3;0;0;6;6;0
"Xanthichthys mento";32;16091;165;10;0;1;0,693147180559945;2,3;0,5;2;15;1;18;9;12
"Xenichthys agassizii";0;0;43;0;0;0;0;0;0;0;0;0;7;5;7
"Xyrichtys novacula";1117;3956;2177;18;2;42;2,90514111656879;4,08823529411765;0,905791842067063;32;332;11;182;82;22
"Xyrichtys victori";0;0;135;11;1;2;1,38629436111989;1,65;0,75;4;8;1;0;0;0
"Xyrichtys wellingtoni";0;0;144;11;1;1;0;1;0;1;8;1;4;4;0
"Zabidius novemaculeatus";1;1327;138;9;0;1;0;3,1;0;1;19;1;1;0;0
"Zanclistius elevatus";1;1277;411;0;0;0;0;0;0;0;0;0;10;10;4
"Zanclus cornutus";933;8024;3923;34;21;14;2,2523542313692;2,95;0,870748299319728;12;70;4;305;159;93
