"fb_sci_name";"FB_nas";"FB_Importance";"FB_IUCN";"FB_UsedasBait";"FB_UsedforAquaculture";"FB_PriceCateg";"FB_Aquarium_I";"FB_Aquarium_II"
"Plectorhinchus picus";90;"commercial";"N.E.";"never/rarely";"never/rarely";"medium";"commercial";NA
"Plectorhinchus polytaenia";97;"commercial";"LC";NA;NA;"medium";NA;NA
"Plectorhinchus vittatus";97;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Plectranthias nanus";219;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Plectroglyphidodon altus";104;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Plectroglyphidodon apicalis";108;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Plectroglyphidodon aureus";106;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Plectroglyphidodon dickii";90;"minor commercial";"NT";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Plectroglyphidodon emeryi";109;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Plectroglyphidodon fasciolatus";84;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Plectroglyphidodon flaviventris";114;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Plectroglyphidodon gascoynei";106;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Plectroglyphidodon imparipennis";99;"of no interest";"N.E.";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Plectroglyphidodon insularis";107;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Plectroglyphidodon johnstonianus";95;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Plectroglyphidodon leucozonus";93;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Plectroglyphidodon obreptus";105;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Plectroglyphidodon phoenixensis";99;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Plectropomus areolatus";90;"minor commercial";"VU";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Plectropomus laevis";88;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Plectropomus leopardus";70;"commercial";"LC";"never/rarely";"commercial";"very high";"commercial";"based mainly on capture"
"Plectropomus maculatus";92;"commercial";"LC";"never/rarely";"commercial";"very high";"never/rarely";NA
"Plectropomus oligacanthus";96;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Plectropomus pessuliferus";193;"commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pleurosicya elongata";223;NA;"N.E.";"never/rarely";"never/rarely";"very high";NA;NA
"Pleurosicya mossambica";115;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Plotosus canius";120;"commercial";"N.E.";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Plotosus japonicus";233;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Plotosus lineatus";78;"commercial";"N.E.";"never/rarely";"never/rarely";"low";"commercial";"based mainly on capture"
"Pollachius pollachius";59;"commercial";"LC";"never/rarely";"never/rarely";"low";"never/rarely";"based mainly on capture"
"Pollachius virens";60;"highly commercial";"N.E.";"never/rarely";"never/rarely";"low";"never/rarely";"based mainly on capture"
"Polysteganus praeorbitalis";110;"commercial";"VU";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Polysteganus undulosus";128;"minor commercial";"CR";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pomacanthus arcuatus";78;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pomacanthus imperator";83;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pomacanthus navarchus";104;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pomacanthus paru";76;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pomacanthus semicirculatus";105;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pomacanthus sexstriatus";105;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pomacanthus xanthometopon";104;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pomacanthus zonipectus";93;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pomacentrus adelus";105;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus albimaculus";110;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus alexanderae";109;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus alleni";106;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus amboinensis";94;NA;"LC";"never/rarely";"never/rarely";"unknown";"public aquariums";"based mainly on capture"
"Pomacentrus aurifrons";112;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pomacentrus auriventris";109;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus australis";105;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus baenschi";110;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus bankanensis";94;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pomacentrus brachialis";100;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus burroughi";108;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus caeruleus";105;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus callainus";112;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pomacentrus chrysurus";97;NA;"LC";"never/rarely";"never/rarely";"unknown";"public aquariums";"based mainly on capture"
"Pomacentrus coelestis";92;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pomacentrus cuneatus";112;NA;"N.E.";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus grammorhynchus";102;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus imitator";111;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus indicus";210;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus lepidogenys";96;"highly commercial";"NT";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus microspilus";219;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Pomacentrus milleri";107;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus moluccensis";86;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pomacentrus nagasakiensis";95;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pomacentrus nigromanus";97;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus nigromarginatus";106;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus opisthostigma";107;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus pavo";96;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"public aquariums";"based mainly on capture"
"Pomacentrus philippinus";100;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pomacentrus reidi";98;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus simsiang";102;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus smithi";106;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus spilotoceps";115;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pomacentrus sulfureus";208;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus trichrourus";107;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus trilineatus";107;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus tripunctatus";106;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomacentrus vaiuli";93;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pomacentrus wardi";100;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomachromis fuscidorsalis";105;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";" "
"Pomachromis richardsoni";98;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pomadasys incisus";72;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";" "
"Pomatomus saltatrix";65;"highly commercial";"VU";"usually";"commercial";"very high";"never/rarely";" "
"Pomatoschistus flavescens";90;"of no interest";"LC";"never/rarely";"never/rarely";NA;"never/rarely";" "
"Pomatoschistus minutus";80;"of no interest";"LC";"never/rarely";"never/rarely";NA;"public aquariums";"based mainly on capture"
"Pomatoschistus pictus";108;NA;"LC";NA;NA;"very high";NA;NA
"Porichthys notatus";93;"of potential interest";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Praealticus natalis";127;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Priacanthus blochii";118;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";NA
"Priacanthus hamrur";87;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Priolepis ascensionis";251;NA;"EN";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Prionotus miles";144;"of no interest";"VU";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Prionurus laticlavius";95;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";NA
"Prionurus maculatus";106;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";NA
"Prionurus microlepidotus";107;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";NA
"Prionurus punctatus";103;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";NA
"Prionurus scalprum";105;NA;"DD";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Pristiapogon exostigma";103;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Pristiapogon kallopterus";96;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pristicon trimaculatus";102;NA;"LC";"never/rarely";"never/rarely";"high";NA;NA
"Prognathodes aculeatus";92;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Prognathodes falcifer";110;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Prolatilus jugularis";107;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Psammoperca waigiensis";123;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pseudanthias hiva";222;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudanthias huchtii";104;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Pseudanthias hypselosoma";208;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Pseudanthias ignitus";118;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Pseudanthias mooreanus";233;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudanthias olivaceus";224;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudanthias pictilis";217;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Pseudanthias pleurotaenia";110;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";"based mainly on capture"
"Pseudanthias rubrizonatus";118;NA;"LC";"never/rarely";"never/rarely";"very high";NA;NA
"Pseudanthias squamipinnis";78;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Pseudanthias taeniatus";115;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Pseudobalistes flavimarginatus";84;"commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";NA
"Pseudobalistes fuscus";85;"commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Pseudobalistes naufragium";110;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Pseudoblennius cottoides";120;NA;"N.E.";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Pseudocaranx dentex";68;"commercial";"LC";"never/rarely";"commercial";"very high";"never/rarely";NA
"Pseudocaranx wrighti";103;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Pseudocheilinops ataenia";106;"of no interest";"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Pseudocheilinus evanidus";101;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Pseudocheilinus hexataenia";93;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Pseudocheilinus ocellatus";212;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudocheilinus octotaenia";104;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Pseudocheilinus tetrataenia";103;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Pseudochromis ammeri";215;NA;"N.E.";"never/rarely";"never/rarely";NA;"never/rarely";" "
"Pseudochromis bitaeniatus";126;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pseudochromis cyanotaenia";104;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Pseudochromis elongatus";125;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pseudochromis flavivertex";106;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Pseudochromis fridmani";106;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Pseudochromis fuscus";114;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Pseudochromis marshallensis";122;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pseudochromis olivaceus";210;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Pseudochromis pesi";219;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Pseudochromis springeri";115;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";NA
"Pseudochromis wilsoni";127;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pseudocoris aurantiofasciata";109;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudocoris bleekeri";111;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudocoris yamashiroi";99;"of no interest";"LC";"never/rarely";"never/rarely";NA;"commercial";"based mainly on capture"
"Pseudodax moluccanus";97;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Pseudogoniistius nigripes";119;"commercial";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pseudojuloides atavai";109;NA;"DD";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudojuloides cerasinus";211;NA;"DD";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Pseudojuloides elongatus";111;NA;"DD";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Pseudolabrus biserialis";120;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudolabrus fuentesi";221;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudolabrus guentheri";108;"minor commercial";"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudolabrus luculentus";203;NA;"LC";NA;"never/rarely";"very high";"commercial";"based mainly on capture"
"Pseudolabrus miles";105;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudolabrus rubicundus";211;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudolabrus semifasciatus";221;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudolabrus sieboldi";119;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pseudopercis semifasciata";87;"commercial";"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";" "
"Pseudophycis bachus";87;"highly commercial";"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Pseudophycis barbata";109;"minor commercial";"N.E.";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Pseudotolithus senegalensis";85;"minor commercial";"EN";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Pseudupeneus grandisquamis";105;NA;"LC";NA;"never/rarely";"medium";NA;NA
"Pseudupeneus maculatus";79;"commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Pseudupeneus prayensis";94;"commercial";"VU";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Psilotris boehlkei";243;NA;"VU";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pteragogus aurigarius";221;NA;"DD";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pteragogus cryptus";101;"of no interest";"LC";"never/rarely";"never/rarely";NA;"commercial";NA
"Pteragogus enneacanthus";104;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pteragogus flagellifer";106;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Pterapogon kauderni";113;"of no interest";"EN";"never/rarely";"never/rarely";NA;"commercial";"based mainly on capture"
"Ptereleotris calliura";126;NA;"LC";NA;NA;"unknown";NA;NA
"Ptereleotris evides";88;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Ptereleotris hanae";215;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Ptereleotris heteroptera";102;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Ptereleotris microlepis";100;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Ptereleotris monoptera";93;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Ptereleotris zebra";111;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pterocaesio chrysozona";94;"commercial";"LC";"usually";"never/rarely";"unknown";"never/rarely";NA
"Pterocaesio digramma";95;"commercial";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pterocaesio marri";94;"minor commercial";"LC";"occasionally";"never/rarely";"unknown";"never/rarely";NA
"Pterocaesio pisang";87;"commercial";"LC";"usually";"never/rarely";"unknown";"never/rarely";NA
"Pterocaesio randalli";101;"minor commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pterocaesio tessellata";94;"commercial";"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pterocaesio tile";92;"commercial";"LC";"usually";"never/rarely";"unknown";"never/rarely";NA
"Pterocaesio trilineata";94;"subsistence fisheries";"LC";"usually";"never/rarely";"unknown";"never/rarely";NA
"Pterogobius zacalles";113;NA;"N.E.";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Pterogymnus laniarius";88;"commercial";"LC";"never/rarely";"never/rarely";"low";"never/rarely";NA
"Pterois antennata";104;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pterois miles";107;NA;"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pterois radiata";107;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pterois volitans";81;"commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pycnochromis abruptus";113;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pycnochromis acares";101;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pycnochromis agilis";220;NA;"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Pycnochromis amboinensis";100;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pycnochromis atripes";95;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pycnochromis bami";115;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Pycnochromis caudalis";101;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pycnochromis dimidiatus";104;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pycnochromis flavipectoralis";107;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pycnochromis hanui";106;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pycnochromis iomelas";103;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pycnochromis lineatus";104;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pycnochromis margaritifer";89;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pycnochromis nigrurus";105;"of no interest";"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pycnochromis retrofasciatus";97;NA;"LC";"never/rarely";"never/rarely";"unknown";NA;NA
"Pycnochromis vanderbilti";90;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Pygoplites diacanthus";90;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"commercial";"based mainly on capture"
"Pyronotanthias lori";109;NA;"LC";"never/rarely";"never/rarely";"very high";"commercial";NA
"Quassiremus evionthas";243;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Rachycentron canadum";65;"minor commercial";"LC";"never/rarely";"commercial";"high";"never/rarely";NA
"Rastrelliger kanagurta";63;"highly commercial";"DD";"occasionally";"never/rarely";"very high";"never/rarely";NA
"Remora remora";92;"commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Repomucenus calcaratus";215;NA;"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Rhabdamia gracilis";107;NA;"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Rhabdosargus holubi";113;"minor commercial";"LC";"usually";"never/rarely";"very high";"never/rarely";NA
"Rhabdosargus sarba";83;"commercial";"LC";"never/rarely";"commercial";"very high";"never/rarely";NA
"Rhacochilus toxotes";103;"commercial";"N.E.";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Rhinecanthus aculeatus";82;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Rhinecanthus assasi";121;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Rhinecanthus lunula";221;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Rhinecanthus rectangulus";95;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Rhinecanthus verrucosus";104;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Rhinogobiops nicholsii";96;NA;"N.E.";"never/rarely";"never/rarely";"very high";"public aquariums";"based mainly on capture"
"Rhinomuraena quaesita";99;NA;"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Rhomboplites aurorubens";63;"minor commercial";"VU";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Rhycherus filamentosus";203;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Rhynchostracion nasus";213;NA;"N.E.";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Ruanoho whero";214;NA;"LC";"never/rarely";"never/rarely";NA;"never/rarely";NA
"Rypticus bicolor";126;NA;"LC";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Rypticus courtenayi";246;NA;"VU";"never/rarely";"never/rarely";"very high";"never/rarely";NA
"Rypticus nigripinnis";226;NA;"LC";NA;NA;"very high";"potential";NA
"Rypticus saponaceus";90;"subsistence fisheries";"LC";"never/rarely";"never/rarely";"very high";"commercial";"based mainly on capture"
"Salarias alboguttatus";110;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Salarias ceramensis";109;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Salarias fasciatus";89;"minor commercial";"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Salarias guttatus";109;NA;"LC";"never/rarely";"never/rarely";"unknown";"commercial";"based mainly on capture"
"Salarias segmentatus";111;NA;"LC";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Salmo salar";47;"highly commercial";"LR/lc";"never/rarely";"commercial";"very high";"never/rarely";" "
"Sanopus astrifer";257;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Sanopus reticulatus";248;NA;"EN";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
"Sanopus splendidus";131;NA;"EN";"never/rarely";"never/rarely";"unknown";NA;NA
"Sarda australis";103;"minor commercial";"LC";"usually";"never/rarely";"very high";"never/rarely";NA
"Sarda orientalis";73;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";" "
"Sarda sarda";57;"highly commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";" "
"Sardina pilchardus";58;"highly commercial";"LC";"never/rarely";"never/rarely";"low";"never/rarely";" "
"Sardinella aurita";63;"highly commercial";"LC";"usually";"never/rarely";"medium";"never/rarely";" "
"Sardinops sagax";63;"highly commercial";"LC";"usually";"never/rarely";"low";"never/rarely";NA
"Sargocentron caudimaculatum";94;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";NA
"Sargocentron cornutum";103;NA;"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Sargocentron diadema";81;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"commercial";"based mainly on capture"
"Sargocentron hormion";212;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Sargocentron ittodai";100;NA;"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Sargocentron melanospilos";104;NA;"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Sargocentron microstoma";94;NA;"LC";"never/rarely";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Sargocentron rubrum";83;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Sargocentron spiniferum";69;"minor commercial";"LC";"never/rarely";"never/rarely";"medium";"public aquariums";"based mainly on capture"
"Sargocentron suborbitale";104;NA;"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Sargocentron tiere";96;NA;"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Sargocentron tiereoides";103;NA;"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Sargocentron violaceum";101;NA;"LC";"never/rarely";"never/rarely";"medium";NA;NA
"Sarpa salpa";72;"commercial";"LC";"occasionally";"never/rarely";"medium";"never/rarely";NA
"Saurida gracilis";88;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Saurida nebulosa";100;"commercial";"LC";"never/rarely";"never/rarely";"medium";"never/rarely";NA
"Scaevius milii";109;"minor commercial";"LC";"never/rarely";"never/rarely";"high";"never/rarely";NA
"Scartella poiti";135;NA;"VU";"never/rarely";"never/rarely";"unknown";"never/rarely";NA
