"fb_sci_name";"name";"type"
"Sphyraena viridensis";"Sphyraena viridiscens";"syn"
"Spicara maena";"Spicara maena";"acc"
"Spicara maena";"Maena chryselis";"syn"
"Spicara maena";"Maena jusculum";"syn"
"Spicara maena";"Maena maena";"syn"
"Spicara maena";"Maena osbechii";"syn"
"Spicara maena";"Maena osbeckii";"syn"
"Spicara maena";"Maena vomerina";"syn"
"Spicara maena";"Maena vulgaris";"syn"
"Spicara maena";"Merolepis chryselis";"syn"
"Spicara maena";"Merolepis maena";"syn"
"Spicara maena";"Smaris cagarella";"syn"
"Spicara maena";"Smaris chryselis";"syn"
"Spicara maena";"Smaris gagarella";"syn"
"Spicara maena";"Smaris maena";"syn"
"Spicara maena";"Sparus maena";"syn"
"Spicara maena";"Sparus osbeck";"syn"
"Spicara maena";"Sparus tricuspidatus";"syn"
"Spicara maena";"Sparus zebra";"syn"
"Spicara maena";"Spicara chryselis";"syn"
"Spondyliosoma cantharus";"Spondyliosoma cantharus";"acc"
"Spondyliosoma cantharus";"Cantharus brama";"syn"
"Spondyliosoma cantharus";"Cantharus cantharus";"syn"
"Spondyliosoma cantharus";"Cantharus griseus";"syn"
"Spondyliosoma cantharus";"Cantharus lineatus";"syn"
"Spondyliosoma cantharus";"Cantharus orbicularis";"syn"
"Spondyliosoma cantharus";"Cantharus senegalensis";"syn"
"Spondyliosoma cantharus";"Cantharus vulgaris";"syn"
"Spondyliosoma cantharus";"Scatharus graecus";"syn"
"Spondyliosoma cantharus";"Sparus cantharus";"syn"
"Spondyliosoma cantharus";"Sparus lineatus";"syn"
"Spondyliosoma emarginatum";"Spondyliosoma emarginatum";"acc"
"Spondyliosoma emarginatum";"Cantharus emarginatum";"syn"
"Spondyliosoma emarginatum";"Cantharus emarginatus";"syn"
"Spondyliosoma emarginatum";"Cantharus microlepis";"syn"
"Spratelloides gracilis";"Spratelloides gracilis";"acc"
"Spratelloides gracilis";"Clupea argyrotaeniata";"syn"
"Spratelloides gracilis";"Clupea gracilis";"syn"
"Spratelloides gracilis";"Spratelloides atrofasciatus";"syn"
"Spratelloides robustus";"Spratelloides robustus";"acc"
"Spratelloides robustus";"Spratelloides delicatulus robustus";"syn"
"Springeratus polyporatus";"Springeratus polyporatus";"acc"
"Squamicreedia obtusa";"Squamicreedia obtusa";"acc"
"Stanulus talboti";"Stanulus talboti";"acc"
"Starksia galapagensis";"Starksia galapagensis";"acc"
"Stegastes acapulcoensis";"Stegastes acapulcoensis";"acc"
"Stegastes acapulcoensis";"Abudefduf nigripinnis";"syn"
"Stegastes acapulcoensis";"Pomacentrus acapulcoensis";"syn"
"Stegastes adustus";"Stegastes adustus";"acc"
"Stegastes adustus";"Eupomacentrus rubridorsalis";"syn"
"Stegastes adustus";"Pomacentrus adustus";"syn"
"Stegastes adustus";"Pomacentrus dorsopunicans";"syn"
"Stegastes adustus";"Pomacentrus obscuratus";"syn"
"Stegastes adustus";"Stegastes dorsopunicans";"syn"
"Stegastes albifasciatus";"Stegastes albifasciatus";"acc"
"Stegastes albifasciatus";"Eupomacentrus albifasciatus";"syn"
"Stegastes albifasciatus";"Eupomacentrus albofasciatus";"syn"
"Stegastes albifasciatus";"Parapomacentrus albifasciatus";"syn"
"Stegastes albifasciatus";"Pomacentrus albifasciatus";"syn"
"Stegastes albifasciatus";"Pomacentrus albofasciatus";"syn"
"Stegastes albifasciatus";"Pomacentrus eclipticus";"syn"
"Stegastes albifasciatus";"Pomacentrus leucopleura";"syn"
"Stegastes arcifrons";"Stegastes arcifrons";"acc"
"Stegastes arcifrons";"Eupomacentrus arcifrons";"syn"
"Stegastes arcifrons";"Pomacentrus arcifrons";"syn"
"Stegastes beebei";"Stegastes beebei";"acc"
"Stegastes beebei";"Eupomacentrus beebei";"syn"
"Stegastes beebei";"Pomacentrus beebei";"syn"
"Stegastes beebei";"Stegastes leucorus beebei";"syn"
"Stegastes diencaeus";"Stegastes diencaeus";"acc"
"Stegastes diencaeus";"Eupomacentrus diencaeus";"syn"
"Stegastes diencaeus";"Eupomacentrus mellis";"syn"
"Stegastes diencaeus";"Pomacentrus diencaeus";"syn"
"Stegastes diencaeus";"Stegastes mellis";"syn"
"Stegastes flavilatus";"Stegastes flavilatus";"acc"
"Stegastes flavilatus";"Pomacentrus flavilatus";"syn"
"Stegastes flavilatus";"Pomacentrus gilli";"syn"
"Stegastes fuscus";"Stegastes fuscus";"acc"
"Stegastes fuscus";"Eupomacentrus fuscus";"syn"
"Stegastes fuscus";"Pomacentrus fuscus";"syn"
"Stegastes fuscus";"Stegastes trindadensis";"syn"
"Stegastes lacrymatus";"Stegastes lacrymatus";"acc"
"Stegastes lacrymatus";"Abudefduf florulentus";"syn"
"Stegastes lacrymatus";"Abudefduf lacrymatus";"syn"
"Stegastes lacrymatus";"Glyphidodon florulentus";"syn"
"Stegastes lacrymatus";"Glyphisodon lacrymatus";"syn"
"Stegastes lacrymatus";"Glyphisodon nivosus";"syn"
"Stegastes lacrymatus";"Plectoglyphidodon lacrymatus";"syn"
"Stegastes lacrymatus";"Plectrogliphidodon lacrimatus";"syn"
"Stegastes lacrymatus";"Plectroglyphidodon lacrymatus";"syn"
"Stegastes lacrymatus";"Plectroglypidodon lacrymatus";"syn"
"Stegastes leucorus";"Stegastes leucorus";"acc"
"Stegastes leucorus";"Eupomacentrus leucorus";"syn"
"Stegastes leucorus";"Pomacentrus elaimelas";"syn"
"Stegastes leucorus";"Pomacentrus leucorus";"syn"
"Stegastes leucostictus";"Stegastes leucostictus";"acc"
"Stegastes leucostictus";"Eupomacentrus leucostictus";"syn"
"Stegastes leucostictus";"Eupomacentrus nepenthe";"syn"
"Stegastes leucostictus";"Pomacentrus analis";"syn"
"Stegastes leucostictus";"Pomacentrus atrocyaneus";"syn"
"Stegastes leucostictus";"Pomacentrus caudalis";"syn"
"Stegastes leucostictus";"Pomacentrus cuadalis";"syn"
"Stegastes leucostictus";"Pomacentrus leucostictus";"syn"
"Stegastes leucostictus";"Pomacentrus leucosticus";"syn"
"Stegastes nigricans";"Stegastes nigricans";"acc"
"Stegastes nigricans";"Abudefduf tamaii";"syn"
"Stegastes nigricans";"Abudefduf tsamaii";"syn"
"Stegastes nigricans";"Eupomacentrus nigricans";"syn"
"Stegastes nigricans";"Holocentrus nigricans";"syn"
"Stegastes nigricans";"Parapomacentrus nigricans";"syn"
"Stegastes nigricans";"Pomacentrus nigricans";"syn"
"Stegastes nigricans";"Pomacentrus scolopseus";"syn"
"Stegastes nigricans";"Pomacentrus scolopsis";"syn"
"Stegastes nigricans";"Pomacentrus subniger";"syn"
"Stegastes nigricans";"Pomacentrus taeniops";"syn"
"Stegastes partitus";"Stegastes partitus";"acc"
"Stegastes partitus";"Eupomacentrus partitus";"syn"
"Stegastes partitus";"Pomacentrus freemani";"syn"
"Stegastes partitus";"Pomacentrus partitus";"syn"
"Stegastes pictus";"Stegastes pictus";"acc"
"Stegastes pictus";"Pomacentrus pictus";"syn"
"Stegastes planifrons";"Stegastes planifrons";"acc"
"Stegastes planifrons";"Eupomacentrus planifrons";"syn"
"Stegastes planifrons";"Pomacentrus planifrons";"syn"
"Stegastes punctatus";"Stegastes punctatus";"acc"
"Stegastes punctatus";"Eupomacentrus kumkum";"syn"
"Stegastes punctatus";"Pomacentrus cyanospilos";"syn"
"Stegastes punctatus";"Pomacentrus cyanospilus";"syn"
"Stegastes punctatus";"Pomacentrus kumkum";"syn"
"Stegastes punctatus";"Pomacentrus obscurus";"syn"
"Stegastes punctatus";"Pomacentrus prosopotaenioides";"syn"
"Stegastes punctatus";"Pomacentrus punctatus";"syn"
"Stegastes rectifraenum";"Stegastes rectifraenum";"acc"
"Stegastes rectifraenum";"Pomacentrus analigutta";"syn"
"Stegastes rectifraenum";"Pomacentrus rectifraenum";"syn"
"Stegastes redemptus";"Stegastes redemptus";"acc"
"Stegastes redemptus";"Pomacentrus redemptus";"syn"
"Stegastes variabilis";"Stegastes variabilis";"acc"
"Stegastes variabilis";"Eupomacentrus chrysus";"syn"
"Stegastes variabilis";"Eupomacentrus variabilis";"syn"
"Stegastes variabilis";"Pomacentrus flaviventer";"syn"
"Stegastes variabilis";"Pomacentrus variabilis";"syn"
"Stephanolepis cirrhifer";"Stephanolepis cirrhifer";"acc"
"Stephanolepis cirrhifer";"Monacanthus cirrhifer";"syn"
"Stephanolepis hispida";"Stephanolepis hispida";"acc"
"Stephanolepis hispida";"Balistes hispidus";"syn"
"Stephanolepis hispida";"Monacanthus auriga";"syn"
"Stephanolepis hispida";"Monacanthus filamentosus";"syn"
"Stephanolepis hispida";"Monacanthus gallinula";"syn"
"Stephanolepis hispida";"Monacanthus hispidus";"syn"
"Stephanolepis hispida";"Monacanthus oppositus";"syn"
"Stephanolepis hispida";"Monacanthus setifer";"syn"
"Stephanolepis hispida";"Monacanthus spilonotus";"syn"
"Stephanolepis hispida";"Monocanthus setifer";"syn"
"Stereolepis gigas";"Stereolepis gigas";"acc"
"Stethojulis albovittata";"Stethojulis albovittata";"acc"
"Stethojulis albovittata";"Labrus albovittatus";"syn"
"Stethojulis albovittata";"Labrus koelreuteri";"syn"
"Stethojulis balteata";"Stethojulis balteata";"acc"
"Stethojulis balteata";"Hinalea axillaris";"syn"
"Stethojulis balteata";"Hinalea balteata";"syn"
"Stethojulis balteata";"Julis axillaris";"syn"
"Stethojulis balteata";"Julis balteatus";"syn"
"Stethojulis balteata";"Stethojulis axillaris";"syn"
"Stethojulis bandanensis";"Stethojulis bandanensis";"acc"
"Stethojulis bandanensis";"Julis bandanensis";"syn"
"Stethojulis bandanensis";"Stethojulis casturi";"syn"
"Stethojulis bandanensis";"Stethojulis fulvoventris";"syn"
"Stethojulis bandanensis";"Stethojulis linearis";"syn"
"Stethojulis bandanensis";"Stethojulis rubromacula";"syn"
"Stethojulis interrupta";"Stethojulis interrupta";"acc"
"Stethojulis interrupta";"Julis interruptus";"syn"
"Stethojulis interrupta";"Julis kallasoma";"syn"
"Stethojulis interrupta";"Julis kalosoma";"syn"
"Stethojulis interrupta";"Stethojulis kallosoma";"syn"
"Stethojulis interrupta";"Stethojulis kalosoma";"syn"
"Stethojulis interrupta";"Stethojulis zatima";"syn"
"Stethojulis marquesensis";"Stethojulis marquesensis";"acc"
"Stethojulis strigiventer";"Stethojulis strigiventer";"acc"
"Stethojulis strigiventer";"Julis renardi";"syn"
"Stethojulis strigiventer";"Julis strigiventer";"syn"
"Stethojulis strigiventer";"Stethojulis psacas";"syn"
"Stethojulis strigiventer";"Stethojulis renardi";"syn"
"Stethojulis strigiventer";"Stethojulis stringiventer";"syn"
"Stethojulis terina";"Stethojulis terina";"acc"
"Stethojulis terina";"Stethojulis interrupta terina";"syn"
"Stethojulis terina";"Stethojulis trossula";"syn"
"Stethojulis trilineata";"Stethojulis trilineata";"acc"
"Stethojulis trilineata";"Halichoeres sebae";"syn"
"Stethojulis trilineata";"Halichoeres trilineata";"syn"
"Stethojulis trilineata";"Julis phekadopleura";"syn"
"Stethojulis trilineata";"Julis sebanus";"syn"
"Stethojulis trilineata";"Labrus trilineatus";"syn"
"Stethojulis trilineata";"Stethojulis filholi";"syn"
"Stethojulis trilineata";"Stethojulis phekadoleura";"syn"
"Stethojulis trilineata";"Stethojulis phekadopleura";"syn"
"Stethojulis trilineata";"Stethojulis triliniata";"syn"
"Stichaeus punctatus";"Stichaeus punctatus";"acc"
"Stichaeus punctatus";"Blennius punctatus";"syn"
"Stichaeus punctatus";"Blennius pvnctatus";"syn"
"Stichaeus punctatus";"Stichaeus rothrocki";"syn"
"Stygnobrotula latebricola";"Stygnobrotula latebricola";"acc"
"Stygnobrotula latebricola";"Eutyx tumidirostris";"syn"
"Suezichthys arquatus";"Suezichthys arquatus";"acc"
"Suezichthys aylingi";"Suezichthys aylingi";"acc"
"Suezichthys cyanolaemus";"Suezichthys cyanolaemus";"acc"
"Suezichthys devisi";"Suezichthys devisi";"acc"
"Suezichthys devisi";"Guentheria devisi";"syn"
"Suezichthys devisi";"Guntheria devisi";"syn"
"Sufflamen albicaudatum";"Sufflamen albicaudatum";"acc"
"Sufflamen albicaudatum";"Balistes albicaudatus";"syn"
"Sufflamen albicaudatum";"Sufflamen albicaudus";"syn"
"Sufflamen bursa";"Sufflamen bursa";"acc"
"Sufflamen bursa";"Balistes bursa";"syn"
"Sufflamen bursa";"Hemibalistes bursa";"syn"
"Sufflamen chrysopterum";"Sufflamen chrysopterum";"acc"
"Sufflamen chrysopterum";"Balistes chrysopterus";"syn"
"Sufflamen chrysopterum";"Hemibalistes chrysoptera";"syn"
"Sufflamen chrysopterum";"Hemibalistes chrysopterus";"syn"
"Sufflamen chrysopterum";"Sufflamen chrysopterus";"syn"
"Sufflamen fraenatum";"Sufflamen fraenatum";"acc"
"Sufflamen fraenatum";"Balistes capistratus";"syn"
"Sufflamen fraenatum";"Balistes fraenatus";"syn"
"Sufflamen fraenatum";"Balistes mitis";"syn"
"Sufflamen fraenatum";"Sufflamen capistratus";"syn"
"Sufflamen fraenatum";"Sufflamen freanatus";"syn"
"Sufflamen fraenatum";"Sufflamen frenatus";"syn"
"Sufflamen verres";"Sufflamen verres";"acc"
"Sufflamen verres";"Balistes verres";"syn"
"Symphodus cinereus";"Symphodus cinereus";"acc"
"Symphodus cinereus";"Crenilabrus cinereus";"syn"
"Symphodus cinereus";"Crenilabrus griseus";"syn"
"Symphodus cinereus";"Crenilabrus staitii";"syn"
"Symphodus cinereus";"Labrus cinereus";"syn"
"Symphodus cinereus";"Labrus griseus";"syn"
"Symphodus cinereus";"Symphodus (Crenilabrus) cinereus";"syn"
"Symphodus cinereus";"Symphodus cinereus staitii";"syn"
"Symphodus cinereus";"Symphodus griseus";"syn"
"Symphodus doderleini";"Symphodus doderleini";"acc"
"Symphodus doderleini";"Crenilabrus doderleini";"syn"
"Symphodus doderleini";"Symphodus (Crenilabrus) doderleini";"syn"
"Symphodus mediterraneus";"Symphodus mediterraneus";"acc"
"Symphodus mediterraneus";"Crenilabrus boryanus";"syn"
"Symphodus mediterraneus";"Crenilabrus brunnichii";"syn"
"Symphodus mediterraneus";"Crenilabrus mediterraneus";"syn"
"Symphodus mediterraneus";"Crenilabrus nigrescens";"syn"
"Symphodus mediterraneus";"Crenilabrus pictus";"syn"
"Symphodus mediterraneus";"Labrus coeruleovittatus";"syn"
"Symphodus mediterraneus";"Labrus pittima";"syn"
"Symphodus mediterraneus";"Labrus serpentinus";"syn"
"Symphodus mediterraneus";"Labrus unimaculatus";"syn"
"Symphodus mediterraneus";"Lutjanus brunnichii";"syn"
"Symphodus mediterraneus";"Lutjanus massiliensis";"syn"
"Symphodus mediterraneus";"Lutjanus mediterraneus";"syn"
"Symphodus mediterraneus";"Perca mediterranea";"syn"
"Symphodus mediterraneus";"Symphodus (Crenilabrus) mediterraneus";"syn"
"Symphodus melops";"Symphodus melops";"acc"
"Symphodus melops";"Crenilabrus gibbus";"syn"
"Symphodus melops";"Crenilabrus melops";"syn"
"Symphodus melops";"Labrus cornubius";"syn"
"Symphodus melops";"Labrus gibbosus";"syn"
"Symphodus melops";"Labrus gibbus";"syn"
"Symphodus melops";"Labrus goldsinny";"syn"
"Symphodus melops";"Labrus melops";"syn"
"Symphodus melops";"Labrus rone";"syn"
"Symphodus melops";"Labrus tesselatus";"syn"
"Symphodus melops";"Labrus venosus";"syn"
"Symphodus melops";"Lutjanus melops";"syn"
"Symphodus melops";"Lutjanus norvegicus";"syn"
"Symphodus melops";"Lutjanus norwegicus";"syn"
"Symphodus melops";"Symphodus (Crenilabrus) melops";"syn"
"Symphodus ocellatus";"Symphodus ocellatus";"acc"
"Symphodus ocellatus";"Crenilabrus bertini";"syn"
"Symphodus ocellatus";"Crenilabrus ocellatus";"syn"
"Symphodus ocellatus";"Labrus ocellaris";"syn"
"Symphodus ocellatus";"Labrus ocellatus";"syn"
"Symphodus ocellatus";"Labrus reticulatus";"syn"
"Symphodus ocellatus";"Symphodus ocellatus bertini";"syn"
"Symphodus roissali";"Symphodus roissali";"acc"
"Symphodus roissali";"Crenilabrus aeruginosus";"syn"
"Symphodus roissali";"Crenilabrus arcuatus";"syn"
"Symphodus roissali";"Crenilabrus capistratus";"syn"
"Symphodus roissali";"Crenilabrus quinquemaculatus";"syn"
"Symphodus roissali";"Crenilabrus roissali";"syn"
"Symphodus roissali";"Crenilabrus tigrinus";"syn"
"Symphodus roissali";"Labrus aeruginosus";"syn"
"Symphodus roissali";"Labrus capistratus";"syn"
"Symphodus roissali";"Labrus oculusperdix";"syn"
"Symphodus roissali";"Labrus quinquemaculatus";"syn"
"Symphodus roissali";"Lutjanus alberti";"syn"
"Symphodus roissali";"Lutjanus roissali";"syn"
"Symphodus roissali";"Symphodus (Crenilabrus) roissali";"syn"
"Symphodus roissali";"Symphodus quinquemaculatus";"syn"
"Symphodus rostratus";"Symphodus rostratus";"acc"
"Symphodus rostratus";"Coricus brama";"syn"
"Symphodus rostratus";"Coricus lamarckii";"syn"
"Symphodus rostratus";"Coricus rostratus";"syn"
"Symphodus rostratus";"Coricus rubescens";"syn"
"Symphodus rostratus";"Coricus virescens";"syn"
"Symphodus rostratus";"Crenilabrus rostratus";"syn"
"Symphodus rostratus";"Crenilabrus scina";"syn"
"Symphodus rostratus";"Labrus scina";"syn"
"Symphodus rostratus";"Lutjanus lamarckii";"syn"
"Symphodus rostratus";"Lutjanus rostratus";"syn"
"Symphodus rostratus";"Lutjanus rubescens";"syn"
"Symphodus rostratus";"Lutjanus virescens";"syn"
"Symphodus rostratus";"Symphodus (Symphodus) rostratus";"syn"
"Symphodus rostratus";"Symphodus fulvescens";"syn"
"Symphodus rostratus";"Symphodus scina";"syn"
"Symphodus tinca";"Symphodus tinca";"acc"
"Symphodus tinca";"Crenilabrus pavo";"syn"
"Symphodus tinca";"Crenilabrus tinca";"syn"
"Symphodus tinca";"Labrus lapina";"syn"
"Symphodus tinca";"Labrus polychrous";"syn"
"Symphodus tinca";"Labrus tinca";"syn"
"Symphodus tinca";"Lutjanus lapina";"syn"
"Symphodus tinca";"Symphodus (Crenilabrus) tinca";"syn"
"Symphodus trutta";"Symphodus trutta";"acc"
"Symphodus trutta";"Acantholabrus romeritus";"syn"
"Symphodus trutta";"Acantholabrus romerus";"syn"
"Symphodus trutta";"Acantholabrus viridis";"syn"
"Symphodus trutta";"Centrolabrus romeritus";"syn"
"Symphodus trutta";"Centrolabrus trutta";"syn"
"Symphodus trutta";"Crenilabrus trutta";"syn"
"Symphodus trutta";"Crenilabrus trutta unicolor";"syn"
"Symphorichthys spilurus";"Symphorichthys spilurus";"acc"
"Symphorichthys spilurus";"Symphorus spilurus";"syn"
"Symphorus nematophorus";"Symphorus nematophorus";"acc"
"Symphorus nematophorus";"Glabrilutjanus nematophorus";"syn"
"Symphorus nematophorus";"Lutianus nematophorus";"syn"
"Symphorus nematophorus";"Lutjanus nematophorus";"syn"
"Symphorus nematophorus";"Mesoprion nematophorus";"syn"
"Symphorus nematophorus";"Paradicichthys venenatus";"syn"
"Symphorus nematophorus";"Symphorus forsteri";"syn"
"Symphorus nematophorus";"Symphorus taenilatus";"syn"
"Symphorus nematophorus";"Symphorus taeniolatus";"syn"
"Symphorus nematophorus";"Symporichthys nematophorus";"syn"
"Synanceia horrida";"Synanceia horrida";"acc"
"Synanceia horrida";"Scorpaena horrida";"syn"
"Synanceia horrida";"Synanceia trachynis";"syn"
"Synanceia horrida";"Synanceja horrida";"syn"
"Synanceia verrucosa";"Synanceia verrucosa";"acc"
"Synanceia verrucosa";"Scorpaena brachion";"syn"
"Synanceia verrucosa";"Synanceia brachio";"syn"
"Synanceia verrucosa";"Synanceia thersites";"syn"
"Synanceia verrucosa";"Synanceichthys verrucosa";"syn"
"Synanceia verrucosa";"Synanceichthys verrucosus";"syn"
"Synanceia verrucosa";"Synanceja verrucosa";"syn"
"Synanceia verrucosa";"Synancia verrucosa";"syn"
"Synchiropus bartelsi";"Synchiropus bartelsi";"acc"
"Synchiropus bartelsi";"Neosynchiropus bartelsi";"syn"
"Synchiropus morrisoni";"Synchiropus morrisoni";"acc"
"Synchiropus morrisoni";"Neosynchiropus morrisoni";"syn"
"Synchiropus moyeri";"Synchiropus moyeri";"acc"
"Synchiropus moyeri";"Neosynchiropus moyeri";"syn"
"Synchiropus splendidus";"Synchiropus splendidus";"acc"
"Synchiropus splendidus";"Callionymus splendidus";"syn"
"Synchiropus splendidus";"Neosynchiropus splendidus";"syn"
"Synchiropus splendidus";"Pterosynchiropus splendidus";"syn"
"Synchiropus stellatus";"Synchiropus stellatus";"acc"
"Synchiropus stellatus";"Neosynchiropus stellatus";"syn"
"Synchirus gilli";"Synchirus gilli";"acc"
"Synodus binotatus";"Synodus binotatus";"acc"
"Synodus capricornis";"Synodus capricornis";"acc"
"Synodus dermatogenys";"Synodus dermatogenys";"acc"
"Synodus dermatogenys";"Synodus amaranthus";"syn"
"Synodus doaki";"Synodus doaki";"acc"
"Synodus intermedius";"Synodus intermedius";"acc"
"Synodus intermedius";"Saurus intermedius";"syn"
"Synodus jaculum";"Synodus jaculum";"acc"
"Synodus lacertinus";"Synodus lacertinus";"acc"
"Synodus rubromarmoratus";"Synodus rubromarmoratus";"acc"
"Synodus sageneus";"Synodus sageneus";"acc"
"Synodus sageneus";"Xystodus banfieldi";"syn"
"Synodus saurus";"Synodus saurus";"acc"
"Synodus saurus";"Alpismaris risso";"syn"
"Synodus saurus";"Laurida mediterranea";"syn"
"Synodus saurus";"Osmerus fasciatus";"syn"
"Synodus saurus";"Osmerus saurus";"syn"
"Synodus saurus";"Salmo saurus";"syn"
"Synodus saurus";"Saurus fasciatus";"syn"
"Synodus saurus";"Saurus griseus";"syn"
"Synodus saurus";"Saurus saurus";"syn"
"Synodus saurus";"Saurus trivirgatus";"syn"
"Synodus saurus";"Saurus vulgaris";"syn"
"Synodus saurus";"Stolephorus risso";"syn"
"Synodus saurus";"Synodus cinereus";"syn"
"Synodus saurus";"Tirus marmoratus";"syn"
"Synodus synodus";"Synodus synodus";"acc"
"Synodus synodus";"Esox synodus";"syn"
"Synodus synodus";"Saurus atlanticus";"syn"
"Synodus synodus";"Saurus meleagrides";"syn"
"Synodus synodus";"Saurus meleagris";"syn"
"Synodus synodus";"Saurus synodus";"syn"
"Synodus synodus";"Synodus atlanticus";"syn"
"Synodus synodus";"Synodus fasciatus";"syn"
"Synodus synodus";"Synodus meleagrides";"syn"
"Synodus synodus";"Synodus nicholsi";"syn"
"Synodus synodus";"Synodus synodus atlanticus";"syn"
"Synodus ulae";"Synodus ulae";"acc"
"Synodus variegatus";"Synodus variegatus";"acc"
"Synodus variegatus";"Salmo variegatus";"syn"
"Synodus variegatus";"Salmo varius";"syn"
"Synodus variegatus";"Saurida rubrotaeniata";"syn"
"Synodus variegatus";"Saurus englemani";"syn"
"Synodus variegatus";"Saurus variegatus";"syn"
"Synodus variegatus";"Synodus engelmani";"syn"
"Synodus variegatus";"Synodus englamani";"syn"
"Synodus variegatus";"Synodus englemani";"syn"
"Synodus variegatus";"Synodus houlti";"syn"
"Synodus variegatus";"Synodus varius";"syn"
"Taenianotus triacanthus";"Taenianotus triacanthus";"acc"
"Taenianotus triacanthus";"Taenianotus citrinellus";"syn"
"Taenianotus triacanthus";"Taeniatus triacanthus";"syn"
"Taurulus bubalis";"Taurulus bubalis";"acc"
"Taurulus bubalis";"Acanthocottus bubalis";"syn"
"Taurulus bubalis";"Aspicottus bubalis";"syn"
"Taurulus bubalis";"Ceratocottus bubalis";"syn"
"Taurulus bubalis";"Cottus bubalis";"syn"
"Taurulus bubalis";"Cottus maculatus";"syn"
"Taurulus bubalis";"Enophrys bubalis";"syn"
"Taurulus bubalis";"Myoxocephalus bubalis";"syn"
"Tautoga onitis";"Tautoga onitis";"acc"
"Tautoga onitis";"Labrus onitis";"syn"
"Tautogolabrus adspersus";"Tautogolabrus adspersus";"acc"
"Tautogolabrus adspersus";"Ctenolabrus adspersus";"syn"
"Tautogolabrus adspersus";"Ctenolabrus brandaonis";"syn"
"Tautogolabrus adspersus";"Labrus adspersus";"syn"
"Tautogolabrus adspersus";"Tautogolabrus brandaonis";"syn"
"Tetractenos glaber";"Tetractenos glaber";"acc"
"Tetractenos glaber";"Aphanacanthe reticulatus";"syn"
"Tetractenos glaber";"Aphanacanthus reticulatus";"syn"
"Tetractenos glaber";"Spheroides liosomus";"syn"
"Tetractenos glaber";"Tetrodon glaber";"syn"
"Thalassoma amblycephalum";"Thalassoma amblycephalum";"acc"
"Thalassoma amblycephalum";"Julis amblycephalus";"syn"
"Thalassoma amblycephalum";"Julis melanochir";"syn"
"Thalassoma amblycephalum";"Pseudojulis trifasciatus";"syn"
"Thalassoma amblycephalum";"Pseudojuloides trifasciatus";"syn"
"Thalassoma amblycephalum";"Thalassoma amblycephalus";"syn"
"Thalassoma bifasciatum";"Thalassoma bifasciatum";"acc"
"Thalassoma bifasciatum";"Chlorichthys bifasciatus";"syn"
"Thalassoma bifasciatum";"Julis nitida";"syn"
"Thalassoma bifasciatum";"Labrus bifasciatus";"syn"
"Thalassoma bifasciatum";"Thalassoma nitida";"syn"
"Thalassoma cupido";"Thalassoma cupido";"acc"
"Thalassoma cupido";"Julis cupido";"syn"
"Thalassoma duperrey";"Thalassoma duperrey";"acc"
"Thalassoma duperrey";"Julis duperrey";"syn"
"Thalassoma grammaticum";"Thalassoma grammaticum";"acc"
"Thalassoma hardwicke";"Thalassoma hardwicke";"acc"
"Thalassoma hardwicke";"Julis schwanenfeldii";"syn"
"Thalassoma hardwicke";"Sparus hardwicke";"syn"
"Thalassoma hardwicke";"Thalassoma hardwickei";"syn"
"Thalassoma hardwicke";"Thalassoma hardwickii";"syn"
"Thalassoma hardwicke";"Thalassoma schwanenfeldii";"syn"
"Thalassoma hebraicum";"Thalassoma hebraicum";"acc"
"Thalassoma hebraicum";"Labrus hebraicus";"syn"
"Thalassoma heiseri";"Thalassoma heiseri";"acc"
"Thalassoma jansenii";"Thalassoma jansenii";"acc"
"Thalassoma jansenii";"Julis jansenii";"syn"
"Thalassoma lucasanum";"Thalassoma lucasanum";"acc"
"Thalassoma lucasanum";"Julis lucasanus";"syn"
"Thalassoma lunare";"Thalassoma lunare";"acc"
"Thalassoma lunare";"Julis lunaris";"syn"
"Thalassoma lunare";"Labrus lunaris";"syn"
"Thalassoma lunare";"Thallasoma lunare";"syn"
"Thalassoma lutescens";"Thalassoma lutescens";"acc"
"Thalassoma lutescens";"Julis lutescens";"syn"
"Thalassoma nigrofasciatum";"Thalassoma nigrofasciatum";"acc"
"Thalassoma pavo";"Thalassoma pavo";"acc"
"Thalassoma pavo";"Chlorichthys pavo";"syn"
"Thalassoma pavo";"Chloricthys pavo";"syn"
"Thalassoma pavo";"Julis blochii";"syn"
"Thalassoma pavo";"Julis pavo";"syn"
"Thalassoma pavo";"Julis squamimarginatus";"syn"
"Thalassoma pavo";"Julis squami-marginatus";"syn"
"Thalassoma pavo";"Julis squamismarginatus";"syn"
"Thalassoma pavo";"Julis squamis-marginatus";"syn"
"Thalassoma pavo";"Julis turcica";"syn"
"Thalassoma pavo";"Julis turcica lemniscata";"syn"
"Thalassoma pavo";"Julis turcica torquata";"syn"
"Thalassoma pavo";"Julis turcicia";"syn"
"Thalassoma pavo";"Julis unimaculata";"syn"
"Thalassoma pavo";"Julis unimaculata lineolata";"syn"
"Thalassoma pavo";"Julis unimaculata taeniata";"syn"
"Thalassoma pavo";"Julis vulgaris";"syn"
"Thalassoma pavo";"Labrus leo";"syn"
"Thalassoma pavo";"Labrus pavo";"syn"
"Thalassoma pavo";"Labrus syriacus";"syn"
"Thalassoma pavo";"Thalassoma pavo lemniscata";"syn"
"Thalassoma pavo";"Thalassoma pavo taeniata";"syn"
