rls_sci_name;TW_tweet;TW_retweet;TW_favorite;TW_reply
Symphorus nematophorus;5;0;0;0
Synanceia horrida;56;115;288;19
Synanceia verrucosa;74;173;620;20
Synchiropus bartelsi;2;0;0;0
Synchiropus morrisoni;10;1;3;0
Synchiropus moyeri;39;4;4;2
Synchiropus splendidus;117;883;2198;58
Synchiropus stellatus;26;3;3;0
Synchirus gilli;0;0;0;0
Synodus binotatus;2;2;2;0
Synodus capricornis;1;0;0;0
Synodus dermatogenys;10;10;61;1
Synodus doaki;1;0;0;0
Synodus intermedius;30;10;28;3
Synodus jaculum;2;0;0;0
Synodus lacertinus;6;21;49;0
Synodus rubromarmoratus;4;0;13;0
Synodus sageneus;1;0;0;0
Synodus saurus;66;14;18;7
Synodus synodus;37;11;29;4
Synodus ulae;2;0;1;1
Synodus variegatus;36;27;104;4
Taenianotus triacanthus;28;49;119;9
Taurulus bubalis;41;33;115;8
Tautoga onitis;35;17;70;7
Tautogolabrus adspersus;26;10;55;8
Tetractenos glaber;23;518;703;35
Thalassoma amblycephalum;7;0;2;0
Thalassoma bifasciatum;48;34;158;9
Thalassoma cupido;19;15;159;8
Thalassoma duperrey;21;14;54;2
Thalassoma grammaticum;4;0;2;0
Thalassoma hardwicke;76;126;515;3
Thalassoma hebraicum;13;20;78;1
Thalassoma heiseri;1;0;0;0
Thalassoma jansenii;20;0;0;0
Thalassoma lucasanum;31;56;220;14
Thalassoma lunare;38;59;249;8
Thalassoma lutescens;37;106;355;9
Thalassoma nigrofasciatum;3;0;0;0
Thalassoma pavo;70;69;222;18
Thalassoma purpureum;21;316;1182;36
Thalassoma quinquevittatum;20;63;230;4
Thalassoma robertsoni;1;0;0;0
Thalassoma rueppellii;34;38;150;4
Thalassoma septemfasciatum;2;1;2;0
Thalassoma trilobatum;13;20;51;1
Thalassoma virens;2;0;0;0
Thamnaconus analis;0;0;0;0
Thorogobius ephippiatus;15;0;1;0
Thunnus albacares;171;587;700;68
Thyrsites atun;42;42;161;11
Thysanophrys cirronasa;6;0;0;0
Tigrigobius harveyi;2;4;10;0
Tigrigobius nesiotes;0;0;0;0
Tigrigobius redimiculus;0;0;0;0
Tigrigobius saucrus;2;0;0;0
Tilodon sexfasciatus;8;25;76;1
Tomicodon bidens;0;0;0;0
Torquigener pleurogramma;7;13;50;1
Torquigener squamicauda;2;0;0;0
Totoaba macdonaldi;39;452;686;45
Trachichthys australis;7;33;93;0
Trachinops brauni;0;0;0;0
Trachinops caudimaculatus;10;0;1;0
Trachinops noarlungae;1;0;1;0
Trachinops taeniatus;15;5;11;0
Trachinotus anak;10;10;52;1
Trachinotus baillonii;15;10;106;1
Trachinotus blochii;119;101;239;35
Trachinotus ovatus;41;19;45;7
Trachinotus rhodopus;6;0;1;0
Trachinotus stilbe;2;6;11;0
Trachinus draco;59;108;361;37
Trachurus declivis;5;1;1;1
Trachurus indicus;2;0;19;3
Trachurus japonicus;36;26;109;7
Trachurus novaezelandiae;8;1;5;0
Trachurus symmetricus;21;13;22;7
Trachurus trachurus;82;80;172;21
Trachypoma macracanthus;3;1;2;0
Tragulichthys jaculiferus;2;0;0;0
Trianectes bucephalus;0;0;0;0
Tridentiger trigonocephalus;10;8;54;0
Trimma benjamini;4;1;12;0
Trimma caesiura;1;0;0;0
Trimma lantana;4;17;128;5
Trimma okinawae;12;1;2;0
Trimma striatum;8;0;0;0
Trinorfolkia clarkei;9;31;351;14
Trinorfolkia cristata;1;0;0;0
Tripterygion delaisi;38;10;43;6
Tripterygion melanurum;6;1;0;0
Trisopterus minutus;16;8;37;2
Tylosurus crocodilus crocodilus;48;151;714;16
Ucla xenogrammus;5;2;5;1
Ulua mentalis;6;0;0;0
Umbrina galapagorum;0;0;0;0
Upeneichthys lineatus;9;1;3;1
Upeneichthys vlamingii;11;0;4;0
Upeneus moluccensis;11;0;2;1
Upeneus tragula;27;13;57;5
Uraspis helvola;3;0;1;0
Valenciennea alleni;0;0;0;0
Valenciennea helsdingenii;16;24;86;6
Valenciennea immaculata;6;4;9;0
Valenciennea longipinnis;5;0;0;0
Valenciennea muralis;4;5;13;1
Valenciennea parva;0;0;0;0
Valenciennea puellaris;42;1;25;2
Valenciennea randalli;3;0;2;0
Valenciennea sexguttata;41;8;34;2
Valenciennea strigata;44;6;14;0
Variola albimarginata;11;29;95;0
Variola louti;47;37;66;4
Verulux cypselurus;5;0;0;0
Vincentia conspersa;21;2;7;2
Vincentia novaehollandiae;6;2;12;0
Vladichthys gloverensis;5;34;79;1
Xanthichthys mento;36;17;71;3
Xenichthys agassizii;1;0;0;1
Xenocys jessiae;7;1;9;0
Xyrichtys novacula;78;62;130;4
Xyrichtys victori;0;0;0;0
Xyrichtys wellingtoni;0;0;0;0
Zabidius novemaculeatus;0;0;0;0
Zanclistius elevatus;1;0;0;0
Zanclus cornutus;118;139;528;25
Zebrasoma desjardinii;73;25;64;6
Zebrasoma flavescens;77;459;957;27
Zebrasoma rostratum;39;8;36;1
Zebrasoma scopas;41;18;26;0
Zebrasoma velifer;59;34;62;4
Zebrasoma xanthurum;65;20;106;13
Zeus faber;111;220;547;37
Zoarchias veneficus;8;2;15;0
Zoramia fragilis;3;0;0;0
Zoramia leptacantha;41;3;15;0
Zoramia viridiventer;2;0;2;1
